index  confidence   rules
 512   1.000        [130.0, 195.0, 140.0]=>[100.0]
 513   1.000        [195.0, 100.0]=>[130.0, 140.0]
 514   1.000        [130.0, 195.0]=>[100.0, 140.0]
 515   1.000        [195.0, 140.0]=>[130.0, 100.0]
 516   1.000        [195.0]=>[100.0, 130.0, 140.0]
 517   1.000        [140.0, 100.0, 20.3]=>[130.0]
 518   1.000        [130.0, 100.0, 20.3]=>[140.0]
 519   1.000        [130.0, 140.0, 20.3]=>[100.0]
 520   1.000        [100.0, 20.3]=>[130.0, 140.0]
 521   1.000        [130.0, 20.3]=>[100.0, 140.0]
 522   1.000        [140.0, 20.3]=>[130.0, 100.0]
 523   1.000        [0.0, 100.0, 21.3]=>[130.0]
 524   1.000        [0.0, 130.0, 21.3]=>[100.0]
 525   1.000        [130.0, 100.0, 21.3]=>[0.0]
 526   1.000        [0.0, 21.3]=>[130.0, 100.0]
 527   1.000        [130.0, 21.3]=>[0.0, 100.0]
 528   1.000        [100.0, 21.3]=>[0.0, 130.0]
 529   1.000        [140.0, 19.6, 100.0]=>[130.0]
 530   1.000        [130.0, 19.6, 100.0]=>[140.0]
 531   1.000        [130.0, 19.6, 140.0]=>[100.0]
 532   1.000        [19.6, 100.0]=>[130.0, 140.0]
 533   1.000        [130.0, 19.6]=>[100.0, 140.0]
 534   1.000        [19.6, 140.0]=>[130.0, 100.0]
 535   1.000        [0.0, 195.0, 140.0]=>[130.0]
 536   1.000        [0.0, 130.0, 195.0]=>[140.0]
 537   1.000        [130.0, 195.0, 140.0]=>[0.0]
 538   1.000        [130.0, 195.0]=>[0.0, 140.0]
 539   1.000        [0.0, 195.0]=>[130.0, 140.0]
 540   1.000        [195.0, 140.0]=>[0.0, 130.0]
 541   1.000        [195.0]=>[0.0, 130.0, 140.0]
 542   1.000        [140.0, 100.0, 21.6]=>[130.0]
 543   1.000        [130.0, 100.0, 21.6]=>[140.0]
 544   1.000        [130.0, 140.0, 21.6]=>[100.0]
 545   1.000        [100.0, 21.6]=>[130.0, 140.0]
 546   1.000        [130.0, 21.6]=>[100.0, 140.0]
 547   1.000        [140.0, 21.6]=>[130.0, 100.0]
 548   1.000        [140.0, 100.0, 21.1]=>[130.0]
 549   1.000        [130.0, 100.0, 21.1]=>[140.0]
 550   1.000        [130.0, 140.0, 21.1]=>[100.0]
 551   1.000        [100.0, 21.1]=>[130.0, 140.0]
 552   1.000        [130.0, 21.1]=>[100.0, 140.0]
 553   1.000        [140.0, 21.1]=>[130.0, 100.0]
 554   1.000        [0.0, 100.0, 20.4]=>[130.0]
 555   1.000        [0.0, 130.0, 20.4]=>[100.0]
 556   1.000        [130.0, 100.0, 20.4]=>[0.0]
 557   1.000        [0.0, 20.4]=>[130.0, 100.0]
 558   1.000        [130.0, 20.4]=>[0.0, 100.0]
 559   1.000        [100.0, 20.4]=>[0.0, 130.0]
 560   1.000        [0.0, 100.0, 20.9]=>[130.0]
 561   1.000        [0.0, 130.0, 20.9]=>[100.0]
 562   1.000        [130.0, 100.0, 20.9]=>[0.0]
 563   1.000        [0.0, 20.9]=>[130.0, 100.0]
 564   1.000        [130.0, 20.9]=>[0.0, 100.0]
 565   1.000        [100.0, 20.9]=>[0.0, 130.0]
 566   1.000        [0.0, 100.0, 21.2]=>[140.0]
 567   1.000        [0.0, 140.0, 21.2]=>[100.0]
 568   1.000        [140.0, 100.0, 21.2]=>[0.0]
 569   1.000        [100.0, 21.2]=>[0.0, 140.0]
 570   1.000        [0.0, 21.2]=>[100.0, 140.0]
 571   1.000        [140.0, 21.2]=>[0.0, 100.0]
 572   1.000        [96.0, 0.0, 100.0]=>[140.0]
 573   1.000        [96.0, 0.0, 140.0]=>[100.0]
 574   1.000        [96.0, 140.0, 100.0]=>[0.0]
 575   1.000        [96.0, 100.0]=>[0.0, 140.0]
 576   1.000        [96.0, 0.0]=>[100.0, 140.0]
 577   1.000        [96.0, 140.0]=>[0.0, 100.0]
 578   1.000        [96.0]=>[100.0, 0.0, 140.0]
 579   1.000        [140.0, 100.0, 21.3]=>[130.0]
 580   1.000        [130.0, 100.0, 21.3]=>[140.0]
 581   1.000        [130.0, 140.0, 21.3]=>[100.0]
 582   1.000        [100.0, 21.3]=>[130.0, 140.0]
 583   1.000        [130.0, 21.3]=>[100.0, 140.0]
 584   1.000        [140.0, 21.3]=>[130.0, 100.0]
 585   1.000        [0.0, 100.0, 20.3]=>[130.0]
 586   1.000        [0.0, 130.0, 20.3]=>[100.0]
 587   1.000        [130.0, 100.0, 20.3]=>[0.0]
 588   1.000        [0.0, 20.3]=>[130.0, 100.0]
 589   1.000        [130.0, 20.3]=>[0.0, 100.0]
 590   1.000        [100.0, 20.3]=>[0.0, 130.0]
 591   1.000        [0.0, 100.0, 20.8]=>[130.0]
 592   1.000        [0.0, 130.0, 20.8]=>[100.0]
 593   1.000        [130.0, 100.0, 20.8]=>[0.0]
 594   1.000        [0.0, 20.8]=>[130.0, 100.0]
 595   1.000        [130.0, 20.8]=>[0.0, 100.0]
 596   1.000        [100.0, 20.8]=>[0.0, 130.0]
 597   1.000        [0.0, 100.0, 20.2]=>[140.0]
 598   1.000        [0.0, 140.0, 20.2]=>[100.0]
 599   1.000        [140.0, 100.0, 20.2]=>[0.0]
 600   1.000        [100.0, 20.2]=>[0.0, 140.0]
 601   1.000        [0.0, 20.2]=>[100.0, 140.0]
 602   1.000        [140.0, 20.2]=>[0.0, 100.0]
 603   1.000        [0.0, 100.0, 20.6]=>[130.0]
 604   1.000        [0.0, 130.0, 20.6]=>[100.0]
 605   1.000        [130.0, 100.0, 20.6]=>[0.0]
 606   1.000        [0.0, 20.6]=>[130.0, 100.0]
 607   1.000        [130.0, 20.6]=>[0.0, 100.0]
 608   1.000        [100.0, 20.6]=>[0.0, 130.0]
 609   1.000        [0.0, 100.0, 20.7]=>[140.0]
 610   1.000        [0.0, 140.0, 20.7]=>[100.0]
 611   1.000        [140.0, 100.0, 20.7]=>[0.0]
 612   1.000        [100.0, 20.7]=>[0.0, 140.0]
 613   1.000        [0.0, 20.7]=>[100.0, 140.0]
 614   1.000        [140.0, 20.7]=>[0.0, 100.0]
 615   1.000        [0.0, 97.0, 140.0]=>[130.0]
 616   1.000        [0.0, 97.0, 130.0]=>[140.0]
 617   1.000        [97.0, 130.0, 140.0]=>[0.0]
 618   1.000        [97.0, 130.0]=>[0.0, 140.0]
 619   1.000        [0.0, 97.0]=>[130.0, 140.0]
 620   1.000        [97.0, 140.0]=>[0.0, 130.0]
 621   1.000        [97.0]=>[0.0, 130.0, 140.0]
 622   1.000        [0.0, 97.0, 100.0]=>[130.0]
 623   1.000        [0.0, 97.0, 130.0]=>[100.0]
 624   1.000        [97.0, 130.0, 100.0]=>[0.0]
 625   1.000        [0.0, 97.0]=>[130.0, 100.0]
 626   1.000        [97.0, 130.0]=>[0.0, 100.0]
 627   1.000        [97.0, 100.0]=>[0.0, 130.0]
 628   1.000        [97.0]=>[0.0, 130.0, 100.0]
 629   1.000        [0.0, 140.0, 20.6]=>[130.0]
 630   1.000        [0.0, 130.0, 20.6]=>[140.0]
 631   1.000        [130.0, 140.0, 20.6]=>[0.0]
 632   1.000        [130.0, 20.6]=>[0.0, 140.0]
 633   1.000        [0.0, 20.6]=>[130.0, 140.0]
 634   1.000        [140.0, 20.6]=>[0.0, 130.0]
 635   1.000        [0.0, 140.0, 20.3]=>[130.0]
 636   1.000        [0.0, 130.0, 20.3]=>[140.0]
 637   1.000        [130.0, 140.0, 20.3]=>[0.0]
 638   1.000        [130.0, 20.3]=>[0.0, 140.0]
 639   1.000        [0.0, 20.3]=>[130.0, 140.0]
 640   1.000        [140.0, 20.3]=>[0.0, 130.0]
 641   1.000        [0.0, 140.0, 20.8]=>[130.0]
 642   1.000        [0.0, 130.0, 20.8]=>[140.0]
 643   1.000        [130.0, 140.0, 20.8]=>[0.0]
 644   1.000        [130.0, 20.8]=>[0.0, 140.0]
 645   1.000        [0.0, 20.8]=>[130.0, 140.0]
 646   1.000        [140.0, 20.8]=>[0.0, 130.0]
 647   1.000        [0.0, 140.0, 100.0]=>[130.0]
 648   1.000        [0.0, 130.0, 100.0]=>[140.0]
 649   1.000        [0.0, 130.0, 140.0]=>[100.0]
 650   1.000        [140.0, 130.0, 100.0]=>[0.0]
 651   1.000        [130.0, 100.0]=>[0.0, 140.0]
 652   1.000        [0.0, 100.0]=>[130.0, 140.0]
 653   1.000        [0.0, 130.0]=>[100.0, 140.0]
 654   1.000        [0.0, 140.0]=>[130.0, 100.0]
 655   1.000        [130.0, 140.0]=>[0.0, 100.0]
 656   1.000        [140.0, 100.0]=>[0.0, 130.0]
 657   1.000        [140.0]=>[0.0, 130.0, 100.0]
 658   1.000        [0.0, 19.6, 100.0]=>[140.0]
 659   1.000        [0.0, 19.6, 140.0]=>[100.0]
 660   1.000        [140.0, 19.6, 100.0]=>[0.0]
 661   1.000        [19.6, 100.0]=>[0.0, 140.0]
 662   1.000        [0.0, 19.6]=>[100.0, 140.0]
 663   1.000        [19.6, 140.0]=>[0.0, 100.0]
 664   1.000        [0.0, 100.0, 21.1]=>[140.0]
 665   1.000        [0.0, 140.0, 21.1]=>[100.0]
 666   1.000        [140.0, 100.0, 21.1]=>[0.0]
 667   1.000        [100.0, 21.1]=>[0.0, 140.0]
 668   1.000        [0.0, 21.1]=>[100.0, 140.0]
 669   1.000        [140.0, 21.1]=>[0.0, 100.0]
 670   1.000        [0.0, 195.0, 100.0]=>[130.0]
 671   1.000        [0.0, 130.0, 195.0]=>[100.0]
 672   1.000        [130.0, 195.0, 100.0]=>[0.0]
 673   1.000        [0.0, 195.0]=>[130.0, 100.0]
 674   1.000        [130.0, 195.0]=>[0.0, 100.0]
 675   1.000        [195.0, 100.0]=>[0.0, 130.0]
 676   1.000        [195.0]=>[0.0, 130.0, 100.0]
 677   1.000        [0.0, 140.0, 20.4]=>[130.0]
 678   1.000        [0.0, 130.0, 20.4]=>[140.0]
 679   1.000        [130.0, 140.0, 20.4]=>[0.0]
 680   1.000        [130.0, 20.4]=>[0.0, 140.0]
 681   1.000        [0.0, 20.4]=>[130.0, 140.0]
 682   1.000        [140.0, 20.4]=>[0.0, 130.0]
 683   1.000        [0.0, 140.0, 20.9]=>[130.0]
 684   1.000        [0.0, 130.0, 20.9]=>[140.0]
 685   1.000        [130.0, 140.0, 20.9]=>[0.0]
 686   1.000        [130.0, 20.9]=>[0.0, 140.0]
 687   1.000        [0.0, 20.9]=>[130.0, 140.0]
 688   1.000        [140.0, 20.9]=>[0.0, 130.0]
 689   1.000        [0.0, 100.0, 21.6]=>[140.0]
 690   1.000        [0.0, 140.0, 21.6]=>[100.0]
 691   1.000        [140.0, 100.0, 21.6]=>[0.0]
 692   1.000        [100.0, 21.6]=>[0.0, 140.0]
 693   1.000        [0.0, 21.6]=>[100.0, 140.0]
 694   1.000        [140.0, 21.6]=>[0.0, 100.0]
 695   1.000        [0.0, 140.0, 21.3]=>[130.0]
 696   1.000        [0.0, 130.0, 21.3]=>[140.0]
 697   1.000        [130.0, 140.0, 21.3]=>[0.0]
 698   1.000        [130.0, 21.3]=>[0.0, 140.0]
 699   1.000        [0.0, 21.3]=>[130.0, 140.0]
 700   1.000        [140.0, 21.3]=>[0.0, 130.0]
 701   1.000        [140.0, 100.0, 20.2]=>[130.0]
 702   1.000        [130.0, 100.0, 20.2]=>[140.0]
 703   1.000        [130.0, 140.0, 20.2]=>[100.0]
 704   1.000        [100.0, 20.2]=>[130.0, 140.0]
 705   1.000        [130.0, 20.2]=>[100.0, 140.0]
 706   1.000        [140.0, 20.2]=>[130.0, 100.0]
 707   1.000        [0.0, 100.0, 21.4]=>[130.0]
 708   1.000        [0.0, 130.0, 21.4]=>[100.0]
 709   1.000        [130.0, 100.0, 21.4]=>[0.0]
 710   1.000        [0.0, 21.4]=>[130.0, 100.0]
 711   1.000        [130.0, 21.4]=>[0.0, 100.0]
 712   1.000        [100.0, 21.4]=>[0.0, 130.0]
 713   1.000        [0.0, 97.0, 100.0]=>[140.0]
 714   1.000        [0.0, 97.0, 140.0]=>[100.0]
 715   1.000        [97.0, 100.0, 140.0]=>[0.0]
 716   1.000        [97.0, 100.0]=>[0.0, 140.0]
 717   1.000        [0.0, 97.0]=>[100.0, 140.0]
 718   1.000        [97.0, 140.0]=>[0.0, 100.0]
 719   1.000        [97.0]=>[100.0, 0.0, 140.0]
 720   1.000        [96.0, 0.0, 100.0, 140.0]=>[130.0]
 721   1.000        [96.0, 0.0, 130.0, 100.0]=>[140.0]
 722   1.000        [96.0, 0.0, 130.0, 140.0]=>[100.0]
 723   1.000        [96.0, 140.0, 130.0, 100.0]=>[0.0]
 724   1.000        [96.0, 130.0, 100.0]=>[0.0, 140.0]
 725   1.000        [96.0, 0.0, 100.0]=>[130.0, 140.0]
 726   1.000        [96.0, 0.0, 130.0]=>[100.0, 140.0]
 727   1.000        [96.0, 0.0, 140.0]=>[130.0, 100.0]
 728   1.000        [96.0, 130.0, 140.0]=>[0.0, 100.0]
 729   1.000        [96.0, 140.0, 100.0]=>[0.0, 130.0]
 730   1.000        [96.0, 100.0]=>[0.0, 130.0, 140.0]
 731   1.000        [96.0, 140.0]=>[0.0, 130.0, 100.0]
 732   1.000        [96.0, 130.0]=>[100.0, 0.0, 140.0]
 733   1.000        [96.0, 0.0]=>[100.0, 130.0, 140.0]
 734   1.000        [96.0]=>[100.0, 0.0, 130.0, 140.0]
 735   1.000        [0.0, 97.0, 100.0, 140.0]=>[130.0]
 736   1.000        [0.0, 97.0, 130.0, 100.0]=>[140.0]
 737   1.000        [0.0, 97.0, 130.0, 140.0]=>[100.0]
 738   1.000        [97.0, 130.0, 100.0, 140.0]=>[0.0]
 739   1.000        [97.0, 130.0, 100.0]=>[0.0, 140.0]
 740   1.000        [0.0, 97.0, 100.0]=>[130.0, 140.0]
 741   1.000        [0.0, 97.0, 130.0]=>[100.0, 140.0]
 742   1.000        [0.0, 97.0, 140.0]=>[130.0, 100.0]
 743   1.000        [97.0, 130.0, 140.0]=>[0.0, 100.0]
 744   1.000        [97.0, 100.0, 140.0]=>[0.0, 130.0]
 745   1.000        [97.0, 100.0]=>[0.0, 130.0, 140.0]
 746   1.000        [97.0, 140.0]=>[0.0, 130.0, 100.0]
 747   1.000        [97.0, 130.0]=>[100.0, 0.0, 140.0]
 748   1.000        [0.0, 97.0]=>[100.0, 130.0, 140.0]
 749   1.000        [97.0]=>[100.0, 0.0, 130.0, 140.0]
 750   1.000        [0.0, 140.0, 100.0, 20.8]=>[130.0]
 751   1.000        [0.0, 130.0, 100.0, 20.8]=>[140.0]
 752   1.000        [0.0, 140.0, 130.0, 20.8]=>[100.0]
 753   1.000        [140.0, 130.0, 100.0, 20.8]=>[0.0]
 754   1.000        [130.0, 100.0, 20.8]=>[0.0, 140.0]
 755   1.000        [0.0, 100.0, 20.8]=>[130.0, 140.0]
 756   1.000        [0.0, 130.0, 20.8]=>[100.0, 140.0]
 757   1.000        [0.0, 140.0, 20.8]=>[130.0, 100.0]
 758   1.000        [140.0, 130.0, 20.8]=>[0.0, 100.0]
 759   1.000        [140.0, 100.0, 20.8]=>[0.0, 130.0]
 760   1.000        [100.0, 20.8]=>[0.0, 130.0, 140.0]
 761   1.000        [140.0, 20.8]=>[0.0, 130.0, 100.0]
 762   1.000        [130.0, 20.8]=>[100.0, 0.0, 140.0]
 763   1.000        [0.0, 20.8]=>[100.0, 130.0, 140.0]
 764   1.000        [0.0, 140.0, 100.0, 21.2]=>[130.0]
 765   1.000        [0.0, 130.0, 100.0, 21.2]=>[140.0]
 766   1.000        [0.0, 130.0, 140.0, 21.2]=>[100.0]
 767   1.000        [140.0, 130.0, 100.0, 21.2]=>[0.0]
 768   1.000        [130.0, 100.0, 21.2]=>[0.0, 140.0]
 769   1.000        [0.0, 100.0, 21.2]=>[130.0, 140.0]
 770   1.000        [0.0, 130.0, 21.2]=>[100.0, 140.0]
 771   1.000        [0.0, 140.0, 21.2]=>[130.0, 100.0]
 772   1.000        [130.0, 140.0, 21.2]=>[0.0, 100.0]
 773   1.000        [140.0, 100.0, 21.2]=>[0.0, 130.0]
 774   1.000        [100.0, 21.2]=>[0.0, 130.0, 140.0]
 775   1.000        [140.0, 21.2]=>[0.0, 130.0, 100.0]
 776   1.000        [130.0, 21.2]=>[100.0, 0.0, 140.0]
 777   1.000        [0.0, 21.2]=>[100.0, 130.0, 140.0]
 778   1.000        [0.0, 140.0, 100.0, 21.3]=>[130.0]
 779   1.000        [0.0, 130.0, 100.0, 21.3]=>[140.0]
 780   1.000        [0.0, 130.0, 140.0, 21.3]=>[100.0]
 781   1.000        [140.0, 130.0, 100.0, 21.3]=>[0.0]
 782   1.000        [130.0, 100.0, 21.3]=>[0.0, 140.0]
 783   1.000        [0.0, 100.0, 21.3]=>[130.0, 140.0]
 784   1.000        [0.0, 130.0, 21.3]=>[100.0, 140.0]
 785   1.000        [0.0, 140.0, 21.3]=>[130.0, 100.0]
 786   1.000        [130.0, 140.0, 21.3]=>[0.0, 100.0]
 787   1.000        [140.0, 100.0, 21.3]=>[0.0, 130.0]
 788   1.000        [100.0, 21.3]=>[0.0, 130.0, 140.0]
 789   1.000        [140.0, 21.3]=>[0.0, 130.0, 100.0]
 790   1.000        [130.0, 21.3]=>[100.0, 0.0, 140.0]
 791   1.000        [0.0, 21.3]=>[100.0, 130.0, 140.0]
 792   1.000        [0.0, 140.0, 100.0, 20.2]=>[130.0]
 793   1.000        [0.0, 130.0, 100.0, 20.2]=>[140.0]
 794   1.000        [0.0, 140.0, 130.0, 20.2]=>[100.0]
 795   1.000        [140.0, 130.0, 100.0, 20.2]=>[0.0]
 796   1.000        [130.0, 100.0, 20.2]=>[0.0, 140.0]
 797   1.000        [0.0, 100.0, 20.2]=>[130.0, 140.0]
 798   1.000        [0.0, 130.0, 20.2]=>[100.0, 140.0]
 799   1.000        [0.0, 140.0, 20.2]=>[130.0, 100.0]
 800   1.000        [140.0, 130.0, 20.2]=>[0.0, 100.0]
 801   1.000        [140.0, 100.0, 20.2]=>[0.0, 130.0]
 802   1.000        [100.0, 20.2]=>[0.0, 130.0, 140.0]
 803   1.000        [140.0, 20.2]=>[0.0, 130.0, 100.0]
 804   1.000        [130.0, 20.2]=>[100.0, 0.0, 140.0]
 805   1.000        [0.0, 20.2]=>[100.0, 130.0, 140.0]
 806   1.000        [0.0, 140.0, 19.6, 100.0]=>[130.0]
 807   1.000        [0.0, 130.0, 19.6, 100.0]=>[140.0]
 808   1.000        [0.0, 130.0, 19.6, 140.0]=>[100.0]
 809   1.000        [140.0, 130.0, 19.6, 100.0]=>[0.0]
 810   1.000        [130.0, 19.6, 100.0]=>[0.0, 140.0]
 811   1.000        [0.0, 19.6, 100.0]=>[130.0, 140.0]
 812   1.000        [0.0, 130.0, 19.6]=>[100.0, 140.0]
 813   1.000        [0.0, 19.6, 140.0]=>[130.0, 100.0]
 814   1.000        [130.0, 19.6, 140.0]=>[0.0, 100.0]
 815   1.000        [140.0, 19.6, 100.0]=>[0.0, 130.0]
 816   1.000        [19.6, 100.0]=>[0.0, 130.0, 140.0]
 817   1.000        [19.6, 140.0]=>[0.0, 130.0, 100.0]
 818   1.000        [130.0, 19.6]=>[100.0, 0.0, 140.0]
 819   1.000        [0.0, 19.6]=>[100.0, 130.0, 140.0]
 820   1.000        [0.0, 140.0, 100.0, 20.7]=>[130.0]
 821   1.000        [0.0, 130.0, 100.0, 20.7]=>[140.0]
 822   1.000        [0.0, 140.0, 130.0, 20.7]=>[100.0]
 823   1.000        [140.0, 130.0, 100.0, 20.7]=>[0.0]
 824   1.000        [130.0, 100.0, 20.7]=>[0.0, 140.0]
 825   1.000        [0.0, 100.0, 20.7]=>[130.0, 140.0]
 826   1.000        [0.0, 130.0, 20.7]=>[100.0, 140.0]
 827   1.000        [0.0, 140.0, 20.7]=>[130.0, 100.0]
 828   1.000        [140.0, 130.0, 20.7]=>[0.0, 100.0]
 829   1.000        [140.0, 100.0, 20.7]=>[0.0, 130.0]
 830   1.000        [100.0, 20.7]=>[0.0, 130.0, 140.0]
 831   1.000        [140.0, 20.7]=>[0.0, 130.0, 100.0]
 832   1.000        [130.0, 20.7]=>[100.0, 0.0, 140.0]
 833   1.000        [0.0, 20.7]=>[100.0, 130.0, 140.0]
 834   1.000        [0.0, 140.0, 195.0, 100.0]=>[130.0]
 835   1.000        [0.0, 130.0, 195.0, 100.0]=>[140.0]
 836   1.000        [0.0, 130.0, 195.0, 140.0]=>[100.0]
 837   1.000        [140.0, 130.0, 195.0, 100.0]=>[0.0]
 838   1.000        [130.0, 195.0, 100.0]=>[0.0, 140.0]
 839   1.000        [0.0, 195.0, 100.0]=>[130.0, 140.0]
 840   1.000        [0.0, 130.0, 195.0]=>[100.0, 140.0]
 841   1.000        [0.0, 195.0, 140.0]=>[130.0, 100.0]
 842   1.000        [130.0, 195.0, 140.0]=>[0.0, 100.0]
 843   1.000        [140.0, 195.0, 100.0]=>[0.0, 130.0]
 844   1.000        [195.0, 100.0]=>[0.0, 130.0, 140.0]
 845   1.000        [195.0, 140.0]=>[0.0, 130.0, 100.0]
 846   1.000        [130.0, 195.0]=>[100.0, 0.0, 140.0]
 847   1.000        [0.0, 195.0]=>[100.0, 130.0, 140.0]
 848   1.000        [195.0]=>[100.0, 0.0, 130.0, 140.0]
 849   1.000        [0.0, 140.0, 100.0, 21.6]=>[130.0]
 850   1.000        [0.0, 130.0, 100.0, 21.6]=>[140.0]
 851   1.000        [0.0, 130.0, 140.0, 21.6]=>[100.0]
 852   1.000        [140.0, 130.0, 100.0, 21.6]=>[0.0]
 853   1.000        [130.0, 100.0, 21.6]=>[0.0, 140.0]
 854   1.000        [0.0, 100.0, 21.6]=>[130.0, 140.0]
 855   1.000        [0.0, 130.0, 21.6]=>[100.0, 140.0]
 856   1.000        [0.0, 140.0, 21.6]=>[130.0, 100.0]
 857   1.000        [130.0, 140.0, 21.6]=>[0.0, 100.0]
 858   1.000        [140.0, 100.0, 21.6]=>[0.0, 130.0]
 859   1.000        [100.0, 21.6]=>[0.0, 130.0, 140.0]
 860   1.000        [140.0, 21.6]=>[0.0, 130.0, 100.0]
 861   1.000        [130.0, 21.6]=>[100.0, 0.0, 140.0]
 862   1.000        [0.0, 21.6]=>[100.0, 130.0, 140.0]
 863   1.000        [0.0, 140.0, 100.0, 21.1]=>[130.0]
 864   1.000        [0.0, 130.0, 100.0, 21.1]=>[140.0]
 865   1.000        [0.0, 130.0, 140.0, 21.1]=>[100.0]
 866   1.000        [140.0, 130.0, 100.0, 21.1]=>[0.0]
 867   1.000        [130.0, 100.0, 21.1]=>[0.0, 140.0]
 868   1.000        [0.0, 100.0, 21.1]=>[130.0, 140.0]
 869   1.000        [0.0, 130.0, 21.1]=>[100.0, 140.0]
 870   1.000        [0.0, 140.0, 21.1]=>[130.0, 100.0]
 871   1.000        [130.0, 140.0, 21.1]=>[0.0, 100.0]
 872   1.000        [140.0, 100.0, 21.1]=>[0.0, 130.0]
 873   1.000        [100.0, 21.1]=>[0.0, 130.0, 140.0]
 874   1.000        [140.0, 21.1]=>[0.0, 130.0, 100.0]
 875   1.000        [130.0, 21.1]=>[100.0, 0.0, 140.0]
 876   1.000        [0.0, 21.1]=>[100.0, 130.0, 140.0]
 877   1.000        [0.0, 140.0, 100.0, 20.4]=>[130.0]
 878   1.000        [0.0, 130.0, 100.0, 20.4]=>[140.0]
 879   1.000        [0.0, 140.0, 130.0, 20.4]=>[100.0]
 880   1.000        [140.0, 130.0, 100.0, 20.4]=>[0.0]
 881   1.000        [130.0, 100.0, 20.4]=>[0.0, 140.0]
 882   1.000        [0.0, 100.0, 20.4]=>[130.0, 140.0]
 883   1.000        [0.0, 130.0, 20.4]=>[100.0, 140.0]
 884   1.000        [0.0, 140.0, 20.4]=>[130.0, 100.0]
 885   1.000        [140.0, 130.0, 20.4]=>[0.0, 100.0]
 886   1.000        [140.0, 100.0, 20.4]=>[0.0, 130.0]
 887   1.000        [100.0, 20.4]=>[0.0, 130.0, 140.0]
 888   1.000        [140.0, 20.4]=>[0.0, 130.0, 100.0]
 889   1.000        [130.0, 20.4]=>[100.0, 0.0, 140.0]
 890   1.000        [0.0, 20.4]=>[100.0, 130.0, 140.0]
 891   1.000        [0.0, 140.0, 100.0, 20.9]=>[130.0]
 892   1.000        [0.0, 130.0, 100.0, 20.9]=>[140.0]
 893   1.000        [0.0, 140.0, 130.0, 20.9]=>[100.0]
 894   1.000        [140.0, 130.0, 100.0, 20.9]=>[0.0]
 895   1.000        [130.0, 100.0, 20.9]=>[0.0, 140.0]
 896   1.000        [0.0, 100.0, 20.9]=>[130.0, 140.0]
 897   1.000        [0.0, 130.0, 20.9]=>[100.0, 140.0]
 898   1.000        [0.0, 140.0, 20.9]=>[130.0, 100.0]
 899   1.000        [140.0, 130.0, 20.9]=>[0.0, 100.0]
 900   1.000        [140.0, 100.0, 20.9]=>[0.0, 130.0]
 901   1.000        [100.0, 20.9]=>[0.0, 130.0, 140.0]
 902   1.000        [140.0, 20.9]=>[0.0, 130.0, 100.0]
 903   1.000        [130.0, 20.9]=>[100.0, 0.0, 140.0]
 904   1.000        [0.0, 20.9]=>[100.0, 130.0, 140.0]
 905   1.000        [0.0, 140.0, 100.0, 20.5]=>[130.0]
 906   1.000        [0.0, 130.0, 100.0, 20.5]=>[140.0]
 907   1.000        [0.0, 140.0, 130.0, 20.5]=>[100.0]
 908   1.000        [140.0, 130.0, 100.0, 20.5]=>[0.0]
 909   1.000        [130.0, 100.0, 20.5]=>[0.0, 140.0]
 910   1.000        [0.0, 100.0, 20.5]=>[130.0, 140.0]
 911   1.000        [0.0, 130.0, 20.5]=>[100.0, 140.0]
 912   1.000        [0.0, 140.0, 20.5]=>[130.0, 100.0]
 913   1.000        [140.0, 130.0, 20.5]=>[0.0, 100.0]
 914   1.000        [140.0, 100.0, 20.5]=>[0.0, 130.0]
 915   1.000        [100.0, 20.5]=>[0.0, 130.0, 140.0]
 916   1.000        [140.0, 20.5]=>[0.0, 130.0, 100.0]
 917   1.000        [130.0, 20.5]=>[100.0, 0.0, 140.0]
 918   1.000        [0.0, 20.5]=>[100.0, 130.0, 140.0]
 919   1.000        [0.0, 140.0, 100.0, 21.0]=>[130.0]
 920   1.000        [0.0, 130.0, 100.0, 21.0]=>[140.0]
 921   1.000        [0.0, 130.0, 140.0, 21.0]=>[100.0]
 922   1.000        [140.0, 130.0, 100.0, 21.0]=>[0.0]
 923   1.000        [130.0, 100.0, 21.0]=>[0.0, 140.0]
 924   1.000        [0.0, 100.0, 21.0]=>[130.0, 140.0]
 925   1.000        [0.0, 130.0, 21.0]=>[100.0, 140.0]
 926   1.000        [0.0, 140.0, 21.0]=>[130.0, 100.0]
 927   1.000        [130.0, 140.0, 21.0]=>[0.0, 100.0]
 928   1.000        [140.0, 100.0, 21.0]=>[0.0, 130.0]
 929   1.000        [100.0, 21.0]=>[0.0, 130.0, 140.0]
 930   1.000        [140.0, 21.0]=>[0.0, 130.0, 100.0]
 931   1.000        [130.0, 21.0]=>[100.0, 0.0, 140.0]
 932   1.000        [0.0, 21.0]=>[100.0, 130.0, 140.0]
 933   1.000        [0.0, 140.0, 100.0, 20.3]=>[130.0]
 934   1.000        [0.0, 130.0, 100.0, 20.3]=>[140.0]
 935   1.000        [0.0, 140.0, 130.0, 20.3]=>[100.0]
 936   1.000        [140.0, 130.0, 100.0, 20.3]=>[0.0]
 937   1.000        [130.0, 100.0, 20.3]=>[0.0, 140.0]
 938   1.000        [0.0, 100.0, 20.3]=>[130.0, 140.0]
 939   1.000        [0.0, 130.0, 20.3]=>[100.0, 140.0]
 940   1.000        [0.0, 140.0, 20.3]=>[130.0, 100.0]
