index  confidence   rules
 20108  0.915        ['14773', '15117', '14970']=>['15180', '15125', '15155']
 20109  0.915        ['14773', '15117', '14970']=>['15180', '15125', '15227']
 20110  0.915        ['14132', '15525', '14984', '15042']=>['15180', '15200']
 20111  0.915        ['15117', '14867', '15165', '14970']=>['15180', '15227']
 20112  0.915        ['15526', '15117', '15155', '15165']=>['15180', '14867']
 20113  0.915        ['15125', '15227', '15117', '14867']=>['15180', '14773', '15155']
 20114  0.914        ['15526', '14773', '15117', '14970']=>['15125', '15165']
 20115  0.914        ['15526', '14773', '15117', '14970']=>['15125', '15155', '14867']
 20116  0.914        ['15125', '14773', '15117']=>['15526', '15155', '14867']
 20117  0.914        ['15227', '14773', '15117', '15155', '15165']=>['15180', '14867']
 20118  0.914        ['15125', '15227', '15117', '15155', '15165']=>['15180', '14867']
 20119  0.914        ['15125', '15165', '15155', '14867']=>['15180', '15227', '15117']
 20120  0.914        ['15180', '15125', '15165', '15155']=>['15227', '15117', '14867']
 20121  0.914        ['15180', '15125', '15165', '14867']=>['15227', '15117', '15155']
 20122  0.914        ['15125', '15526', '15165', '14970']=>['15180', '14867']
 20123  0.914        ['14970', '15227', '14773', '15117', '15180']=>['15526', '15165']
 20124  0.914        ['15125', '15526', '15165', '14970']=>['15227', '15117', '14867']
 20125  0.914        ['15125', '14970', '15227', '15117', '15180']=>['15526', '15165']
 20126  0.914        ['15125', '15526', '15165', '14970']=>['15180', '15227', '15117']
 20127  0.914        ['15227', '15117', '14970']=>['15125', '15165']
 20128  0.914        ['15227', '15117', '14970']=>['14773', '15165']
 20129  0.914        ['15526', '15227', '14970', '14867']=>['15180', '14773']
 20130  0.914        ['15227', '15117', '14970']=>['15180', '15526', '15155']
 20131  0.914        ['15227', '15117', '15155']=>['15180', '15526', '14970']
 20132  0.914        ['15125', '14970', '14867']=>['15227', '14773']
 20133  0.914        ['15125', '14970', '14867']=>['15526', '14773', '15117']
 20134  0.914        ['14970', '15526', '15227', '15117', '15155', '15165']=>['15180', '14867']
 20135  0.914        ['14867', '15526', '15227', '15117', '15165']=>['15180', '15155', '14970']
 20136  0.914        ['14867', '14970', '15117', '15155', '15165']=>['15180', '15526', '15227']
 20137  0.914        ['15125', '14970', '15526', '14773', '15117', '15165']=>['15180', '14867']
 20138  0.914        ['14970', '15526', '14773', '15180', '15165']=>['15125', '15117', '14867']
 20139  0.914        ['15091', '14132', '15010']=>['15180', '14922']
 20140  0.914        ['14773', '15117', '14867', '14970']=>['15125', '15165']
 20141  0.914        ['14773', '15117', '14867', '14970']=>['15180', '15227']
 20142  0.914        ['14773', '15117', '14867', '14970']=>['15180', '15125', '15155']
 20143  0.914        ['15227', '15165', '14970']=>['14773']
 20144  0.914        ['15526', '14773', '15117', '15155', '15165']=>['15180', '14867']
 20145  0.914        ['15526', '15227', '15165', '14867']=>['15180', '15125', '14773', '15117']
 20146  0.914        ['15180', '14773', '15155', '15117']=>['15165']
 20147  0.914        ['15526', '15227', '14773', '14867']=>['15180', '15125']
 20148  0.914        ['15125', '15227', '14773', '14970']=>['15180', '15526', '15155']
 20149  0.914        ['15180', '15125', '14970']=>['15526', '15227', '14773', '15155']
 20150  0.914        ['15180', '15227', '15165', '14970']=>['15526', '15155', '14867']
 20151  0.914        ['15125', '15227', '15117', '15155', '14773', '15165']=>['15180', '14867']
 20152  0.914        ['15125', '14867', '14773', '15155', '15165']=>['15180', '15227', '15117']
 20153  0.914        ['15125', '14773', '15155', '15180', '15165']=>['15227', '15117', '14867']
 20154  0.914        ['15125', '14867', '14773', '15180', '15165']=>['15227', '15117', '15155']
 20155  0.914        ['15117', '15155', '14867', '15165']=>['15180', '15125', '15227', '14773']
 20156  0.914        ['15125', '14970', '15526', '14773', '15165']=>['15180', '14867']
 20157  0.914        ['15125', '14970', '15227', '14773', '15117', '15180']=>['15526', '15165']
 20158  0.914        ['15125', '14970', '15526', '14773', '15165']=>['15180', '15227', '15117']
 20159  0.914        ['15125', '15526', '15165', '15227']=>['15180', '14773', '15117', '14970']
 20160  0.914        ['14773', '15117', '14970', '15165']=>['15180', '15125', '15227', '15526']
 20161  0.914        ['15125', '14970', '15526', '14773', '15165']=>['15227', '15117', '14867']
 20162  0.914        ['15125', '15526', '15165', '15227']=>['14773', '15117', '14970', '14867']
 20163  0.914        ['14773', '15117', '14970', '15165']=>['15125', '15227', '15526', '14867']
 20164  0.914        ['15200', '14825']=>['14132', '14984']
 20165  0.914        ['15125', '15526', '15155', '14970']=>['15180', '15227', '15117']
 20166  0.914        ['15125', '15227', '15155']=>['15180', '15526', '15117', '14970']
 20167  0.914        ['15125', '15227', '14867']=>['15180']
 20168  0.914        ['14742', '14781', '15296']=>['15011']
 20169  0.914        ['15125', '15227', '15117', '15155']=>['15165']
 20170  0.914        ['14132', '14984', '14825']=>['15200', '14922', '15180']
 20171  0.914        ['15009', '15164', '15202', '15319']=>['14831', '14867']
 20172  0.914        ['14867', '14970', '14773', '15155', '15180']=>['15165']
 20173  0.914        ['15180', '15227', '14970', '14867']=>['14773', '15165']
 20174  0.914        ['15180', '15227', '14970', '14867']=>['15125', '15165']
 20175  0.914        ['15125', '14970', '15526', '15227', '15117', '15155', '15165']=>['15180', '14867']
 20176  0.914        ['15125', '14867', '15526', '15227', '15117', '15165']=>['15180', '15155', '14970']
 20177  0.914        ['15125', '14867', '14970', '15526', '15155', '15165']=>['15180', '15227', '15117']
 20178  0.914        ['14867', '15526', '15227', '15117', '15155', '15180']=>['15125', '15165', '14970']
 20179  0.914        ['15526', '15227', '15117', '15180', '15165']=>['15125', '15155', '14970', '14867']
 20180  0.914        ['15180', '15117', '14867', '15165']=>['15125', '15526', '15227', '15155', '14970']
 20181  0.914        ['14970', '15526', '15227', '15117', '15155', '14773', '15165']=>['15180', '14867']
 20182  0.914        ['14867', '15526', '15227', '14773', '15117', '15165']=>['15180', '15155', '14970']
 20183  0.914        ['14867', '15526', '15227', '15117', '15155', '15180']=>['14773', '15165', '14970']
 20184  0.914        ['14867', '14970', '14773', '15155', '15117', '15165']=>['15180', '15526', '15227']
 20185  0.914        ['15526', '15227', '15117', '15180', '15165']=>['14773', '15155', '14970', '14867']
 20186  0.914        ['15180', '15117', '14867', '15165']=>['15526', '15227', '14773', '15155', '14970']
 20187  0.914        ['15180', '15125', '15117', '15155']=>['14773', '15165']
 20188  0.914        ['15125', '15227', '14970', '14867']=>['15526', '14773', '15165']
 20189  0.914        ['15125', '15227', '14970', '14867']=>['15180', '15526', '15155']
 20190  0.914        ['15180', '14773', '15117', '15165']=>['15155', '14970', '14867']
 20191  0.914        ['15125', '15227', '15165', '15155']=>['15180', '14773', '14867']
 20192  0.914        ['15125', '15117', '14867', '15165']=>['15180', '15155', '14970']
 20193  0.914        ['14867', '15227', '14773', '15117', '15180']=>['15125', '15165', '14970']
 20194  0.914        ['15125', '14867', '15227', '15117', '15180']=>['14773', '15165', '14970']
 20195  0.914        ['15125', '15117', '14867', '15165']=>['15180', '15227', '14773', '14970']
 20196  0.914        ['15180', '14773', '15117', '15165']=>['15125', '15227', '14970', '14867']
 20197  0.914        ['15125', '15526', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20198  0.914        ['14867', '15526', '14773', '15180', '15165']=>['15125', '15117', '15155']
 20199  0.914        ['15125', '15117', '14867', '15165']=>['15180', '15526', '14773', '15155']
 20200  0.914        ['15180', '14773', '15117', '15165']=>['15125', '15526', '15155', '14867']
 20201  0.914        ['15526', '15117', '14867', '15165']=>['15180', '15125', '14773', '15155']
 20202  0.914        ['15117', '15155', '14970']=>['15125', '15227', '14867']
 20203  0.914        ['15117', '15155', '14970']=>['15227', '14773', '14867']
 20204  0.914        ['15180', '15125', '15526', '14970']=>['15227', '14773', '14867']
 20205  0.914        ['15125', '14970', '15526', '14773', '15155']=>['15180', '15227', '15117']
 20206  0.914        ['15180', '15125', '15526', '14970']=>['14773', '15227', '15117', '15155']
 20207  0.914        ['15125', '15227', '14773', '15155']=>['15180', '15526', '15117', '14970']
 20208  0.914        ['15117', '15155', '14970']=>['15125', '15526', '15227', '14773', '15180']
 20209  0.914        ['15180', '15526', '15117', '14867']=>['15125', '15227', '15155', '14970']
 20210  0.914        ['15180', '15526', '15117', '14867']=>['15227', '14773', '15155', '14970']
 20211  0.914        ['14867', '15526', '15227', '15155', '15180']=>['15125', '15165', '14970']
 20212  0.914        ['14970', '15526', '15227', '15155', '15165']=>['15180', '15125', '14867']
 20213  0.914        ['15125', '15526', '15227', '15180', '15165']=>['15155', '14970', '14867']
 20214  0.914        ['14970', '15526', '15227', '15155', '15165']=>['15180', '14773', '14867']
 20215  0.914        ['14867', '15526', '15227', '15155', '15180']=>['14773', '15165', '14970']
 20216  0.914        ['14970', '15227', '14773', '15180', '15165']=>['15526', '15155', '14867']
 20217  0.914        ['15180', '15125', '14867']=>['15526', '14970']
 20218  0.914        ['15125', '15227', '15117', '15155', '14773']=>['15165']
 20219  0.914        ['15227', '15117', '15165']=>['15155', '14970', '14867']
 20220  0.914        ['14773', '15117', '15155', '15165']=>['15180', '15227', '14970']
 20221  0.914        ['15227', '15117', '15165']=>['15180', '14773', '15155', '14970']
 20222  0.914        ['15227', '15117', '15165']=>['15180', '15125', '15155', '14970']
 20223  0.914        ['15125', '14970', '15227', '14773', '15165']=>['15180', '14867']
 20224  0.914        ['15180', '15125', '15526', '15165']=>['14773', '15155', '14867']
 20225  0.914        ['15180', '15125', '15526', '15165']=>['14773', '15227', '15117', '15155']
 20226  0.914        ['14773', '15117', '15155', '15165']=>['15180', '15125', '15227', '15526']
 20227  0.914        ['15227', '15117', '15165']=>['15125', '15526', '14773', '15155', '15180']
 20228  0.914        ['14867', '15526', '15227', '15117', '15155']=>['15125', '14773', '15165']
 20229  0.914        ['14773', '15117', '15155', '15165']=>['15125', '15227', '15526', '14867']
 20230  0.914        ['15227', '15117', '15165']=>['15125', '15526', '14773', '15155', '14867']
 20231  0.914        ['15180', '14902', '15248']=>['15200']
 20232  0.914        ['15125', '14970', '15526', '15227', '15117', '15155', '14773', '15165']=>['15180', '14867']
 20233  0.914        ['15125', '14867', '15526', '15227', '15117', '14773', '15165']=>['15180', '15155', '14970']
 20234  0.914        ['15125', '14867', '14970', '15526', '14773', '15155', '15165']=>['15180', '15227', '15117']
 20235  0.914        ['14867', '15526', '15227', '15117', '15155', '14773', '15180']=>['15125', '15165', '14970']
 20236  0.914        ['15125', '14867', '15526', '15227', '15117', '15155', '15180']=>['14773', '15165', '14970']
 20237  0.914        ['15125', '15526', '15227', '15117', '15180', '15165']=>['14773', '15155', '14970', '14867']
 20238  0.914        ['15526', '15227', '15117', '14773', '15180', '15165']=>['15125', '15155', '14970', '14867']
 20239  0.914        ['14970', '15227', '15117', '15180', '15165']=>['15125', '15526', '14773', '15155', '14867']
 20240  0.914        ['14867', '14970', '15227', '15117', '15165']=>['15125', '15526', '14773', '15155', '15180']
 20241  0.914        ['14867', '15526', '15117', '15155', '15165']=>['15125', '15227', '14773', '15180', '14970']
 20242  0.914        ['15227', '15165', '15155', '14867']=>['15125', '15526', '15117', '14773', '15180', '14970']
 20243  0.914        ['15180', '15227', '15165', '14867']=>['15125', '15526', '15117', '15155', '14773', '14970']
 20244  0.914        ['15180', '15487', '14984']=>['15200']
 20245  0.914        ['15227', '14773', '14867', '14970']=>['15125', '15155']
 20246  0.914        ['15227', '15117', '15155', '14970']=>['15526', '15165']
 20247  0.914        ['15125', '14867', '14970', '15227', '14773']=>['15180', '15526', '15155']
 20248  0.914        ['15125', '14867', '14773', '15117', '15165']=>['15180', '15155', '14970']
 20249  0.914        ['15180', '15125', '15117', '15165']=>['14773', '15155', '14970', '14867']
 20250  0.914        ['14132', '15010', '14984', '15525']=>['15200', '14922']
 20251  0.914        ['15010', '14984', '15525', '14132', '15180']=>['15200', '14922']
 20252  0.914        ['14132', '15010', '14984', '15525']=>['15200', '14922', '15180']
 20253  0.914        ['15200', '14984', '15042']=>['14922', '14132']
 20254  0.914        ['15180', '15117', '15125']=>['15165']
 20255  0.914        ['15091', '15010', '14984']=>['15180', '15200']
 20256  0.914        ['15180', '15125', '15117']=>['15227', '14773', '14867']
 20257  0.914        ['14773', '15117', '15155', '14970']=>['15125', '15227', '14867']
 20258  0.914        ['15180', '14984', '15042']=>['14132']
 20259  0.914        ['15180', '15125', '15227', '14867']=>['15165']
 20260  0.914        ['15091', '14132', '15010', '14984']=>['15200', '14922']
 20261  0.914        ['15180', '15526', '15227', '15155']=>['15125', '14773', '15165']
 20262  0.914        ['15526', '14773', '15117', '15165']=>['15180', '15125', '15155', '14970']
 20263  0.914        ['15180', '15125', '15117', '14867']=>['15526', '15227', '14773', '15155', '14970']
 20264  0.914        ['15180', '15526', '15227', '15155']=>['15125', '14773', '15117', '14867', '14970']
 20265  0.914        ['15180', '15125', '15227', '14867']=>['15526', '14773', '15117', '15155', '14970']
 20266  0.914        ['15125', '14970', '15526', '15227', '15155', '15165']=>['15180', '14773', '14867']
 20267  0.914        ['14867', '15526', '15227', '14773', '15155', '15180']=>['15125', '15165', '14970']
 20268  0.914        ['15125', '14867', '15526', '15227', '15155', '15180']=>['14773', '15165', '14970']
 20269  0.914        ['14970', '15526', '15227', '14773', '15155', '15165']=>['15180', '15125', '14867']
 20270  0.914        ['15125', '15526', '15227', '14773', '15180', '15165']=>['15155', '14970', '14867']
 20271  0.914        ['14867', '14970', '15227', '14773', '15165']=>['15180', '15125', '15526', '15155']
 20272  0.914        ['15117', '15165']=>['15526', '14970']
 20273  0.914        ['15117', '15165']=>['15125', '15526', '14773']
 20274  0.914        ['15526', '15165', '15155']=>['15227', '14970']
 20275  0.914        ['15180', '15526', '15117', '14970']=>['15155', '14867']
 20276  0.914        ['14773', '15227', '15117', '15165']=>['15155', '14970', '14867']
 20277  0.914        ['15125', '15227', '15117', '15165']=>['15155', '14970', '14867']
 20278  0.914        ['15125', '15227', '15117', '15165']=>['15180', '14773', '15155', '14970']
 20279  0.914        ['14773', '15227', '15117', '15165']=>['15180', '15125', '15155', '14970']
 20280  0.914        ['14132', '15010', '15042']=>['15180', '14984']
 20281  0.914        ['15180', '15227', '15155']=>['15526', '15117', '14867']
 20282  0.914        ['14970', '15227', '14773', '15117', '15155']=>['15526', '15165']
 20283  0.914        ['15125', '14970', '15227', '15117', '15155']=>['15526', '15165']
 20284  0.914        ['15180', '15117', '14970']=>['15165']
 20285  0.914        ['15125', '15526', '15117', '15165']=>['15180', '14867']
 20286  0.914        ['15180', '15165', '15155']=>['15125', '15227', '14773', '14970']
 20287  0.914        ['15125', '15526', '15117', '15165']=>['14773', '15155', '14970', '14867']
 20288  0.914        ['15180', '14773', '15117']=>['15125', '15526', '15155', '14970']
 20289  0.914        ['15180', '14773', '15117']=>['15125', '15227', '15526', '14970']
 20290  0.914        ['15180', '15227', '14773', '14867']=>['15526', '15155']
 20291  0.914        ['15200', '15010', '15042']=>['14132', '14984']
 20292  0.914        ['15125', '15227', '15117', '14773', '15165']=>['15155', '14970', '14867']
 20293  0.914        ['15125', '15227', '15117', '14773']=>['15180', '15526', '15155']
 20294  0.914        ['15125', '15227', '15165']=>['15180', '15526', '15117']
 20295  0.914        ['15526', '15227', '15165']=>['15180', '15125', '15117']
 20296  0.914        ['15526', '15227', '15165']=>['15180', '14773', '15117']
 20297  0.914        ['15125', '15227', '15165']=>['15526', '14773', '15117', '14867']
 20298  0.914        ['15526', '15227', '15165']=>['15125', '14773', '15117', '14867']
 20299  0.914        ['15125', '14970', '15227', '15117', '15155', '14773']=>['15526', '15165']
 20300  0.914        ['15526', '15227', '15165']=>['15125', '14773', '15117', '15155', '14970']
 20301  0.914        ['15125', '15227', '15165']=>['15526', '14773', '15117', '15155', '14970']
 20302  0.914        ['15125', '14773', '14867', '14970']=>['15526', '15165']
 20303  0.914        ['15180', '15125', '14773', '14867']=>['15526', '15155', '14970']
 20304  0.914        ['15125', '14773', '14867', '14970']=>['15180', '15526', '15155']
 20305  0.914        ['15180', '14773', '15155', '14867']=>['15125', '15526', '14970']
 20306  0.914        ['15180', '15165', '14867', '14970']=>['15526', '15117']
 20307  0.914        ['15526', '15117', '14970', '15165']=>['15180', '14867']
 20308  0.914        ['15180', '15165', '14867', '14970']=>['14773', '15117']
 20309  0.914        ['15180', '15165', '14867', '14970']=>['15125', '15117']
 20310  0.914        ['15125', '15526', '15117', '14773', '15165']=>['15180', '14867']
 20311  0.914        ['15125', '14867', '14773', '15117', '15180']=>['15526', '15165']
 20312  0.914        ['15180', '15125', '15227', '14970']=>['15526', '15117', '14867']
 20313  0.914        ['15180', '15125', '15526', '15155']=>['15227', '14773', '14867']
 20314  0.914        ['15180', '15125', '15526', '15155']=>['14773', '15117', '14970', '14867']
 20315  0.914        ['15180', '15526', '15155', '14970']=>['15125', '14773', '15117', '14867']
 20316  0.914        ['15526', '15227', '15117', '15155', '15165']=>['15180', '14867']
 20317  0.914        ['15526', '15227', '15155']=>['14970', '14867']
 20318  0.914        ['15526', '15227', '15155']=>['15125', '14773', '15117', '14867']
 20319  0.914        ['14867', '14970', '15526', '15155', '15180']=>['15165']
 20320  0.914        ['15526', '15165', '15155', '14867']=>['15180', '14970']
 20321  0.914        ['15180', '15526', '15117', '15155']=>['15165']
 20322  0.914        ['15117', '14970', '15165']=>['15180', '15125', '15227']
 20323  0.914        ['15180', '14773', '14970', '15165']=>['15227', '15117']
 20324  0.914        ['15117', '14970', '15165']=>['15180', '15227', '14773']
 20325  0.914        ['15117', '14970', '15165']=>['15125', '15227', '14867']
 20326  0.914        ['15117', '14970', '15165']=>['15227', '14773', '14867']
 20327  0.914        ['15526', '15227', '15155', '14867']=>['15180', '15125', '14773', '15117']
 20328  0.914        ['15180', '15526', '15117', '15155']=>['15125', '15227', '14773', '14867']
 20329  0.914        ['15180', '14984', '14825']=>['15200', '14922']
 20330  0.914        ['15180', '15526', '14773', '15165']=>['15125', '14970']
 20331  0.914        ['15526', '15227', '15117', '14970']=>['15155', '14867']
 20332  0.914        ['15125', '15227', '15117', '14970']=>['15526', '14773', '15165']
 20333  0.914        ['14773', '15227', '15117', '14970']=>['15125', '15526', '15165']
 20334  0.914        ['15526', '15227', '15117', '14970']=>['15125', '14773', '15165']
 20335  0.914        ['14867', '15526', '15227', '15117', '15180']=>['15125', '15165', '14970']
 20336  0.914        ['14867', '15526', '15227', '15117', '15180']=>['14773', '15165', '14970']
 20337  0.914        ['15487', '14984', '15525']=>['15180', '15200']
 20338  0.914        ['15117', '14867', '15165']=>['15125', '15227', '15155']
 20339  0.914        ['15227', '14773', '14867', '15165']=>['15117', '15155']
 20340  0.914        ['15117', '14867', '15165']=>['15227', '14773', '15155']
 20341  0.914        ['15125', '15117', '14970', '15165']=>['15180', '14773', '14867']
 20342  0.914        ['15117', '14867', '15165']=>['15180', '15125', '14773', '14970']
 20343  0.914        ['15042', '15525']=>['14984']
 20344  0.914        ['15180', '15125', '15526']=>['15227', '14970']
 20345  0.914        ['14773', '15155', '14970']=>['15526', '14867']
 20346  0.914        ['14742', '15011', '15296']=>['14767', '15206']
 20347  0.914        ['14742', '15011', '15296']=>['15165', '14767', '15206']
 20348  0.914        ['15125', '14970', '15227', '14773', '15180']=>['15526', '15117', '14867']
 20349  0.914        ['15180', '15526', '15227', '14867']=>['15125', '14773', '15117', '14970']
 20350  0.914        ['15227', '15117', '14867', '15165']=>['15180', '15155', '14970']
 20351  0.914        ['15526', '15227', '15117', '15155', '14773', '15165']=>['15180', '14867']
 20352  0.914        ['15227', '15117', '14867', '15165']=>['15180', '15526', '14773', '15155']
 20353  0.914        ['15125', '15526', '15227', '15117', '15155', '15165']=>['15180', '14867']
 20354  0.914        ['15125', '14867', '15526', '15155', '15165']=>['15180', '15227', '15117']
 20355  0.914        ['15125', '15526', '15155', '15180', '15165']=>['15227', '15117', '14867']
 20356  0.914        ['15125', '14867', '15526', '15180', '15165']=>['15227', '15117', '15155']
 20357  0.914        ['15227', '15117', '14867', '15165']=>['15180', '15125', '15526', '15155']
 20358  0.914        ['15227', '14773', '15155']=>['15180', '15117', '14970']
 20359  0.914        ['15180', '15526', '14773', '15155']=>['15125', '14867']
 20360  0.914        ['15227', '14773', '15155']=>['15526', '14970', '14867']
 20361  0.914        ['15200', '15052']=>['14984']
 20362  0.914        ['14867', '14970', '15227', '14773', '15180']=>['15526', '15165']
 20363  0.914        ['15227', '15165', '14867', '14970']=>['15180', '15526', '14773']
 20364  0.914        ['14867', '14970', '15526', '14773', '15155', '15180']=>['15165']
 20365  0.914        ['14970', '15227', '15117', '15155', '15180']=>['15526', '15165']
 20366  0.914        ['15125', '14970', '15526', '15227', '15165']=>['15180', '14867']
 20367  0.914        ['15227', '15165', '14867', '14970']=>['15180', '15125', '15526']
 20368  0.914        ['15125', '15526', '14970']=>['14773', '15227', '15117', '15155']
 20369  0.914        ['15091', '15010']=>['14132']
 20370  0.914        ['15125', '14773', '14970', '15165']=>['15180', '14867']
 20371  0.914        ['15125', '14773', '14970', '15165']=>['15227', '15117', '14867']
 20372  0.914        ['15125', '14773', '14970', '15165']=>['15180', '15227', '15117']
 20373  0.914        ['15180', '15487', '14132']=>['15200']
 20374  0.914        ['15091', '14132', '15042']=>['15180', '14922', '14984']
 20375  0.914        ['15091', '14132', '15042']=>['15180', '15200', '14984']
 20376  0.914        ['15227', '15155', '14970']=>['15165']
 20377  0.914        ['15125', '15227', '15526', '15155']=>['15117', '14970', '14867']
 20378  0.914        ['15227', '15155', '14970']=>['15125', '15526', '15117', '14867']
 20379  0.914        ['15526', '15227', '14773', '15155']=>['15117', '14970', '14867']
 20380  0.914        ['15227', '15155', '14970']=>['15526', '14773', '15117', '14867']
 20381  0.914        ['15091', '14984', '15525']=>['15180', '14922', '14132']
 20382  0.914        ['15526', '15117', '14867', '14970']=>['15155']
 20383  0.914        ['15227', '15165', '15155', '14970']=>['15180', '14867']
 20384  0.914        ['15165', '15155', '14867', '14970']=>['15180', '15227']
 20385  0.914        ['15180', '15227', '15155', '14867']=>['15165', '14970']
 20386  0.914        ['15180', '15227', '15155', '14867']=>['15125', '15526', '15165']
 20387  0.914        ['15526', '15227', '15165', '15155']=>['15180', '15125', '14867']
 20388  0.914        ['15526', '15227', '15165', '15155']=>['15180', '14773', '14867']
 20389  0.914        ['15180', '15227', '15155', '14867']=>['15526', '14773', '15165']
 20390  0.914        ['14970', '15526', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20391  0.914        ['14970', '15155', '14867', '15165']=>['15180', '15125', '15526', '15117']
 20392  0.914        ['14867', '15526', '14773', '15117', '15165']=>['15180', '15155', '14970']
 20393  0.914        ['14970', '15526', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20394  0.914        ['14970', '15155', '14867', '15165']=>['15180', '15526', '15117', '14773']
 20395  0.914        ['14867', '15526', '14773', '15117', '15165']=>['15180', '15125', '15227', '14970']
 20396  0.914        ['15125', '15526', '14773', '15155']=>['14970']
 20397  0.914        ['15526', '15227', '15117', '15155', '14773']=>['15165']
 20398  0.914        ['15125', '15526', '15227', '15117', '15155']=>['15165']
 20399  0.913        ['15180', '15125', '15227']=>['14773', '14970', '14867']
 20400  0.913        ['15125', '15155', '14970']=>['15526', '15227', '14773', '14867']
 20401  0.913        ['15125', '15155', '14970']=>['15180', '15227', '15117', '14773']
 20402  0.913        ['15180', '15125', '15227']=>['14773', '15117', '15155', '14970']
 20403  0.913        ['15180', '15526', '15117']=>['15125', '14773', '14970', '14867']
 20404  0.913        ['15272', '14984']=>['15180', '14132']
 20405  0.913        ['15125', '14867', '15227', '15117', '15165']=>['15180', '15155', '14970']
 20406  0.913        ['14867', '15227', '15117', '15155', '15180']=>['15125', '15165', '14970']
 20407  0.913        ['14970', '15227', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20408  0.913        ['15125', '14970', '15155', '15180', '15165']=>['15227', '15117', '14867']
 20409  0.913        ['15180', '15227', '15117', '15165']=>['15125', '15155', '14970', '14867']
 20410  0.913        ['14867', '15227', '14773', '15117', '15165']=>['15180', '15155', '14970']
 20411  0.913        ['14970', '15227', '15117', '15155', '15165']=>['15180', '14773', '14867']
 20412  0.913        ['14867', '15227', '15117', '15155', '15180']=>['14773', '15165', '14970']
 20413  0.913        ['15180', '15227', '15117', '15165']=>['14773', '15155', '14970', '14867']
 20414  0.913        ['15125', '15526', '15227', '15117', '15155', '14773', '15165']=>['15180', '14867']
 20415  0.913        ['15125', '14867', '15526', '14773', '15155', '15165']=>['15180', '15227', '15117']
 20416  0.913        ['15125', '15526', '14773', '15155', '15180', '15165']=>['15227', '15117', '14867']
 20417  0.913        ['15125', '14867', '15526', '14773', '15180', '15165']=>['15227', '15117', '15155']
 20418  0.913        ['14867', '15227', '14773', '15117', '15165']=>['15180', '15125', '15526', '15155']
 20419  0.913        ['15125', '14867', '15227', '15117', '15165']=>['15180', '15526', '14773', '15155']
 20420  0.913        ['14867', '15227', '15117', '15155', '15180']=>['15125', '15526', '15165', '14773']
 20421  0.913        ['15180', '15227', '15117', '15165']=>['15125', '15526', '14773', '15155', '14867']
 20422  0.913        ['15180', '14773', '15155']=>['14970']
 20423  0.913        ['15180', '14773', '15155']=>['15125']
 20424  0.913        ['14742', '14781', '14767', '15296']=>['15011']
 20425  0.913        ['14970', '15227', '14773', '15117', '15155', '15180']=>['15526', '15165']
 20426  0.913        ['14970', '15526', '14773', '15155', '15165']=>['15180', '15227', '15117']
 20427  0.913        ['15180', '15117', '15165']=>['15526', '15227', '14773', '15155', '14970']
 20428  0.913        ['15125', '14970', '15526', '15227', '14773', '15165']=>['15180', '14867']
 20429  0.913        ['15125', '14867', '14970', '15227', '15180']=>['15526', '14773', '15165']
 20430  0.913        ['15125', '14970', '15227', '15117', '15155', '15180']=>['15526', '15165']
 20431  0.913        ['15125', '15117', '15155', '15165']=>['15180', '15227', '15526', '14970']
 20432  0.913        ['15180', '15117', '15165']=>['15125', '15526', '15227', '15155', '14970']
 20433  0.913        ['14132', '15248']=>['15180']
 20434  0.913        ['15125', '15526', '14773', '15117']=>['14970']
 20435  0.913        ['14773', '15155', '14970', '15165']=>['15180', '15117']
 20436  0.913        ['15125', '15227', '14773', '15165']=>['15155', '14867']
 20437  0.913        ['15125', '15227', '14773', '15165']=>['15180', '15155']
 20438  0.913        ['15125', '15526', '15117', '15155', '15180']=>['14773', '15165']
 20439  0.913        ['15526', '14773', '15117', '15155', '15180']=>['15125', '15165']
 20440  0.913        ['15125', '15526', '15227', '14773', '15155']=>['15117', '14970', '14867']
 20441  0.913        ['15125', '15117', '15155', '14970']=>['15526', '15227', '14773', '14867']
 20442  0.913        ['14922', '14984', '14825', '15525']=>['15180', '15200']
 20443  0.913        ['15117', '14867', '14970']=>['15526', '14773']
 20444  0.913        ['14742', '14767', '15165', '15296']=>['15011']
 20445  0.913        ['15200', '15010', '14984', '15042']=>['15180', '14922', '14132']
 20446  0.913        ['15180', '15125', '15227', '15165']=>['15155', '14970', '14867']
 20447  0.913        ['15125', '15526', '15227', '15155', '15165']=>['15180', '14773', '14867']
 20448  0.913        ['15526', '15227', '14773', '15155', '15165']=>['15180', '15125', '14867']
 20449  0.913        ['15180', '15125', '15227', '15165']=>['15526', '14773', '15155', '14867']
 20450  0.913        ['14970', '15526', '14773', '15117', '15155', '15165']=>['15180', '15125', '14867']
 20451  0.913        ['15125', '14867', '15526', '15117', '15165']=>['15180', '14773', '15155', '14970']
 20452  0.913        ['15180', '15125', '15165']=>['15526', '15227', '15155', '14970']
 20453  0.913        ['15125', '15526', '14773', '15155', '15180']=>['15165']
 20454  0.913        ['15125', '15526', '15227', '15117', '15155', '14773']=>['15165']
 20455  0.913        ['14889', '15129', '14867', '15319']=>['15009', '15206']
