index  confidence   rules
 2164  0.988        ['14867', '14773', '15117', '15180', '15165']=>['14970']
 2165  0.988        ['15125', '14867', '15117', '15180', '15165']=>['14970']
 2166  0.988        ['14867', '14773', '15117', '15180', '15165']=>['15125', '15526']
 2167  0.988        ['15125', '14867', '15117', '15180', '15165']=>['15526', '14773']
 2168  0.988        ['15125', '14867', '14773', '15117', '15180', '15165']=>['14970']
 2169  0.988        ['15200', '14283', '14922', '14132']=>['15180', '14984']
 2170  0.988        ['15227', '15155', '14970']=>['15125']
 2171  0.988        ['15180', '15526', '15227', '14970']=>['14773']
 2172  0.988        ['14867', '15526', '15227', '15155', '15165']=>['14970']
 2173  0.988        ['15526', '15227', '15155', '15180', '15165']=>['15125', '14970']
 2174  0.988        ['15526', '15227', '15155', '15180', '15165']=>['14773', '14970']
 2175  0.988        ['14867', '15526', '15227', '14773', '15155', '15165']=>['14970']
 2176  0.988        ['14867', '14970', '15227', '15155', '15165']=>['15526', '14773']
 2177  0.988        ['15125', '14867', '15526', '15227', '15155', '15165']=>['14970']
 2178  0.988        ['14867', '14970', '15227', '15155', '15165']=>['15125', '15526']
 2179  0.988        ['15125', '15526', '15227', '15155', '15180', '15165']=>['14773', '14970']
 2180  0.988        ['15526', '15227', '14773', '15155', '15180', '15165']=>['15125', '14970']
 2181  0.988        ['14970', '15227', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2182  0.988        ['15125', '14867', '15227', '15180', '15165']=>['15526', '14773']
 2183  0.988        ['15125', '14867', '15526', '15227', '14773', '15155', '15165']=>['14970']
 2184  0.988        ['14867', '14970', '15227', '14773', '15155', '15165']=>['15125', '15526']
 2185  0.988        ['15125', '14867', '15526', '15117', '15180', '15165']=>['14773', '14970']
 2186  0.988        ['14867', '15526', '14773', '15117', '15180', '15165']=>['15125', '14970']
 2187  0.988        ['15227', '15117', '15155', '15180', '15165']=>['14970']
 2188  0.988        ['14867', '15227', '15117', '15155', '15165']=>['15125', '15526']
 2189  0.988        ['15227', '15117', '15155', '15180', '15165']=>['15526', '14773']
 2190  0.988        ['15227', '15117', '15155', '15180', '15165']=>['15125', '15526']
 2191  0.988        ['14867', '15227', '15117', '15155', '15165']=>['15526', '14773']
 2192  0.988        ['14773', '15227', '15117', '15155']=>['15125', '15526']
 2193  0.988        ['15125', '14867', '15155', '15180', '15165']=>['14970']
 2194  0.988        ['15227', '14773', '15117', '15155', '15180', '15165']=>['14970']
 2195  0.988        ['15125', '15227', '15117', '15155', '15180', '15165']=>['14970']
 2196  0.988        ['15125', '14867', '15155', '15180', '15165']=>['15526', '14773']
 2197  0.988        ['15227', '14773', '15117', '15155', '15180', '15165']=>['15125', '15526']
 2198  0.988        ['15125', '15227', '15117', '15155', '15180', '15165']=>['15526', '14773']
 2199  0.988        ['14867', '15227', '14773', '15117', '15155', '15165']=>['15125', '15526']
 2200  0.988        ['15125', '14867', '15227', '15117', '15155', '15165']=>['15526', '14773']
 2201  0.988        ['14742', '14781', '15011']=>['14767']
 2202  0.988        ['15125', '14867', '14773', '15155', '15180', '15165']=>['14970']
 2203  0.988        ['15125', '15227', '15117', '15155', '14773', '15180', '15165']=>['14970']
 2204  0.988        ['14970', '15526', '15227', '14773', '15180']=>['15125']
 2205  0.988        ['14742', '15011', '15296']=>['14767']
 2206  0.988        ['14867', '15526', '15155', '15180', '15165']=>['14773', '14970']
 2207  0.988        ['14867', '14970', '15155', '15180', '15165']=>['15526', '14773']
 2208  0.988        ['14867', '15526', '15227', '15117', '15155', '15165']=>['14970']
 2209  0.988        ['15526', '15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2210  0.988        ['14867', '14970', '15227', '15180', '15165']=>['15125', '15526', '14773']
 2211  0.988        ['15526', '15227', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2212  0.988        ['15091', '15180', '14984', '15525']=>['14132']
 2213  0.988        ['14867', '15526', '15227', '15117', '15155', '14773', '15165']=>['14970']
 2214  0.988        ['15125', '14867', '15526', '15155', '15180', '15165']=>['14773', '14970']
 2215  0.988        ['14867', '14970', '14773', '15155', '15180', '15165']=>['15125', '15526']
 2216  0.988        ['15125', '14867', '15526', '15227', '15117', '15155', '15165']=>['14970']
 2217  0.988        ['15125', '15526', '15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2218  0.988        ['15526', '15227', '15117', '15155', '14773', '15180', '15165']=>['15125', '14970']
 2219  0.988        ['14970', '15227', '15117', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2220  0.988        ['15125', '14867', '15526', '15227', '15117', '15155', '14773', '15165']=>['14970']
 2221  0.988        ['14867', '14970', '15227', '15117', '15155', '15165']=>['15125', '15526', '14773']
 2222  0.988        ['14867', '15227', '15117', '15180', '15165']=>['14970']
 2223  0.988        ['14867', '15227', '15117', '15180', '15165']=>['15125', '15526']
 2224  0.988        ['14867', '15227', '15117', '15180', '15165']=>['15526', '14773']
 2225  0.988        ['14867', '14970', '15526', '15227', '14773']=>['15125']
 2226  0.988        ['14867', '15117', '15155', '15180', '15165']=>['14970']
 2227  0.988        ['14867', '15117', '15155', '15180', '15165']=>['15125', '15526']
 2228  0.988        ['14867', '15117', '15155', '15180', '15165']=>['15526', '14773']
 2229  0.988        ['15125', '14867', '15227', '15117', '15180', '15165']=>['14970']
 2230  0.988        ['14867', '15227', '14773', '15117', '15180', '15165']=>['14970']
 2231  0.988        ['14867', '15227', '14773', '15117', '15180', '15165']=>['15125', '15526']
 2232  0.988        ['15125', '14867', '15227', '15117', '15180', '15165']=>['15526', '14773']
 2233  0.988        ['15180', '14773', '15117', '15155']=>['15125', '15526']
 2234  0.988        ['15009', '15164', '15117']=>['15202']
 2235  0.988        ['14867', '14773', '15117', '15155', '15180', '15165']=>['14970']
 2236  0.988        ['15125', '14867', '15117', '15155', '15180', '15165']=>['14970']
 2237  0.988        ['15125', '14867', '15227', '15117', '14773', '15180', '15165']=>['14970']
 2238  0.988        ['14867', '14773', '15117', '15155', '15180', '15165']=>['15125', '15526']
 2239  0.988        ['15125', '14867', '15117', '15155', '15180', '15165']=>['15526', '14773']
 2240  0.988        ['15180', '14773', '15227', '15117']=>['15125', '15526']
 2241  0.988        ['15125', '14867', '15117', '15155', '14773', '15180', '15165']=>['14970']
 2242  0.988        ['14773', '15117', '15165']=>['15125']
 2243  0.988        ['15011', '15165', '15206']=>['14767', '15296']
 2244  0.988        ['15011', '15165', '15206']=>['14781', '14767']
 2245  0.988        ['15009', '15117', '14867', '15164']=>['15202']
 2246  0.988        ['15526', '15227', '15165']=>['15125']
 2247  0.988        ['15125', '15227', '15165']=>['15526']
 2248  0.988        ['14889', '14831', '15202', '15206']=>['14867']
 2249  0.988        ['14867', '15526', '15227', '15117', '15180', '15165']=>['15125', '14970']
 2250  0.988        ['14867', '15526', '15227', '15117', '15180', '15165']=>['14773', '14970']
 2251  0.988        ['14867', '15227', '15155', '15180', '15165']=>['14970']
 2252  0.988        ['14867', '15227', '15155', '15180', '15165']=>['15125', '15526']
 2253  0.988        ['14867', '15227', '15155', '15180', '15165']=>['15526', '14773']
 2254  0.988        ['14867', '15526', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2255  0.988        ['14867', '15526', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2256  0.988        ['15125', '14867', '15526', '15227', '15117', '15180', '15165']=>['14773', '14970']
 2257  0.988        ['14867', '15526', '15227', '14773', '15117', '15180', '15165']=>['15125', '14970']
 2258  0.988        ['14867', '14970', '15227', '15117', '15180', '15165']=>['15125', '15526', '14773']
 2259  0.988        ['15010', '14922', '14132', '15200', '15042']=>['15180', '14984']
 2260  0.988        ['15125', '14867', '15227', '15155', '15180', '15165']=>['14970']
 2261  0.988        ['14867', '15227', '14773', '15155', '15180', '15165']=>['14970']
 2262  0.988        ['14867', '15227', '14773', '15155', '15180', '15165']=>['15125', '15526']
 2263  0.988        ['15125', '14867', '15227', '15155', '15180', '15165']=>['15526', '14773']
 2264  0.988        ['15125', '14867', '15526', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2265  0.988        ['14867', '15526', '14773', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2266  0.988        ['14867', '14970', '15117', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2267  0.988        ['15125', '15526', '15227', '15117', '15180']=>['14970']
 2268  0.988        ['15526', '15227', '15117', '14773', '15180']=>['14970']
 2269  0.988        ['15180', '15227', '14773', '15155']=>['15125', '15526']
 2270  0.988        ['15125', '14867', '15227', '14773', '15155', '15180', '15165']=>['14970']
 2271  0.988        ['15125', '15165', '15117']=>['14970']
 2272  0.988        ['14781', '15011', '14767']=>['15296']
 2273  0.988        ['15227', '14773', '15155', '14867']=>['15526']
 2274  0.988        ['15125', '15526', '15227', '15117', '14773', '15180']=>['14970']
 2275  0.988        ['15125', '14773', '15117', '15165']=>['14970']
 2276  0.988        ['14948', '14769']=>['15310']
 2277  0.988        ['14867', '15526', '15227', '15155', '15180', '15165']=>['15125', '14970']
 2278  0.988        ['14867', '15526', '15227', '15155', '15180', '15165']=>['14773', '14970']
 2279  0.988        ['15180', '15526', '15117', '14867']=>['14773']
 2280  0.988        ['15180', '15526', '15117', '14867']=>['15125']
 2281  0.988        ['15180', '15526', '15227', '15155']=>['14970']
 2282  0.988        ['15091', '14132', '15010', '14984']=>['15180']
 2283  0.988        ['15180', '15125', '15117', '14867']=>['15526', '14773']
 2284  0.988        ['15125', '14867', '15526', '15227', '15155', '15180', '15165']=>['14773', '14970']
 2285  0.988        ['14867', '15526', '15227', '14773', '15155', '15180', '15165']=>['15125', '14970']
 2286  0.988        ['14867', '14970', '15227', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2287  0.987        ['15526', '15227', '14773', '15155', '15180']=>['14970']
 2288  0.987        ['15125', '15526', '15117', '15165']=>['14773', '14970']
 2289  0.987        ['15125', '15526', '15227', '15155', '15180']=>['14970']
 2290  0.987        ['15125', '15526', '15227', '14773', '15155', '15180']=>['14970']
 2291  0.987        ['14867', '15227', '15117', '15155', '15180', '15165']=>['14970']
 2292  0.987        ['14867', '15227', '15117', '15155', '15180', '15165']=>['15526', '14773']
 2293  0.987        ['14867', '15227', '15117', '15155', '15180', '15165']=>['15125', '15526']
 2294  0.987        ['15180', '15117', '14867', '14970']=>['15125', '14773']
 2295  0.987        ['15125', '14867', '15227', '15117', '15155', '15180', '15165']=>['14970']
 2296  0.987        ['14867', '15227', '15117', '15155', '14773', '15180', '15165']=>['14970']
 2297  0.987        ['14867', '15227', '14773', '15117', '15155', '15180', '15165']=>['15125', '15526']
 2298  0.987        ['15125', '14867', '15227', '15117', '15155', '15180', '15165']=>['15526', '14773']
 2299  0.987        ['15091', '15200', '15180', '15525']=>['14984']
 2300  0.987        ['15125', '14867', '15227', '15117', '15155', '14773', '15180', '15165']=>['14970']
 2301  0.987        ['15125', '15165', '15155']=>['14970']
 2302  0.987        ['15180', '14970', '15155', '14867']=>['15526']
 2303  0.987        ['15180', '15227', '15117', '15155']=>['15125', '15526', '14773']
 2304  0.987        ['15180', '15200', '15010', '15525']=>['14132']
 2305  0.987        ['15125', '14773', '15155', '15165']=>['14970']
 2306  0.987        ['14867', '15227', '14773', '15117', '15155']=>['15125', '15526']
 2307  0.987        ['14742', '14781']=>['14767']
 2308  0.987        ['15200', '15180', '14994', '14132']=>['14922', '14984']
 2309  0.987        ['15125', '15227', '15165', '14970']=>['15526', '14773']
 2310  0.987        ['15227', '14970', '15155', '14867']=>['15125', '15526']
 2311  0.987        ['15180', '15125', '15155', '14867']=>['15526', '14773']
 2312  0.987        ['15227', '14970', '15155', '14867']=>['15526', '14773']
 2313  0.987        ['15200', '15180', '14922', '14283']=>['14984']
 2314  0.987        ['15091', '15200', '15180', '15042']=>['14984']
 2315  0.987        ['15129', '14831', '15202', '15206']=>['14889']
 2316  0.987        ['14867', '15526', '15227', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2317  0.987        ['14867', '15526', '15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2318  0.987        ['15227', '15165', '15117']=>['14970']
 2319  0.987        ['14773', '15155', '15117', '15165']=>['14970']
 2320  0.987        ['15227', '15117', '15165']=>['15125', '15526', '14773']
 2321  0.987        ['15125', '14867', '15526', '15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2322  0.987        ['14867', '15526', '15227', '15117', '15155', '14773', '15180', '15165']=>['15125', '14970']
 2323  0.987        ['14867', '14970', '15227', '15117', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2324  0.987        ['15125', '15227', '15117', '15165']=>['14970']
 2325  0.987        ['15227', '14773', '15117', '15165']=>['14970']
 2326  0.987        ['15526', '15227', '15117', '15155', '15180']=>['14970']
 2327  0.987        ['15125', '15526', '15165', '15155']=>['14773', '14970']
 2328  0.987        ['15125', '15227', '15117', '14773', '15165']=>['14970']
 2329  0.987        ['15125', '15526', '15227', '15117', '15155', '15180']=>['14970']
 2330  0.987        ['15526', '15227', '15117', '15155', '14773', '15180']=>['14970']
 2331  0.987        ['15180', '14984', '15525', '15091', '15200']=>['14132']
 2332  0.987        ['15200', '15180', '14984', '14825']=>['14132']
 2333  0.987        ['15125', '15526', '15227', '15117', '15155', '14773', '15180']=>['14970']
 2334  0.987        ['15009', '15164', '15319']=>['14867']
 2335  0.987        ['15180', '15117', '15165']=>['14970']
 2336  0.987        ['15180', '15117', '15165']=>['15526']
 2337  0.987        ['15180', '15117', '15165']=>['15125', '14773']
 2338  0.987        ['15125', '15117', '15155', '15165']=>['14970']
 2339  0.987        ['15180', '15117', '15155', '14867']=>['15526']
 2340  0.987        ['15125', '14773', '15117', '15155', '15165']=>['14970']
 2341  0.987        ['15526', '15227', '15117', '15165']=>['15125', '14970']
 2342  0.987        ['15526', '15227', '15117', '15165']=>['14773', '14970']
 2343  0.987        ['15180', '15227', '15117', '14867']=>['15526']
 2344  0.987        ['15125', '15526', '15227', '15117', '15165']=>['14773', '14970']
 2345  0.987        ['15526', '15227', '15117', '14773', '15165']=>['15125', '14970']
 2346  0.987        ['14867', '14773', '15117', '15155', '15180']=>['15125', '15526']
 2347  0.987        ['15227', '14773', '15155', '15165']=>['15526']
 2348  0.987        ['15526', '15117', '15155', '15165']=>['14773', '14970']
 2349  0.987        ['14132', '15200', '15272']=>['14922']
 2350  0.987        ['15125', '15117', '14867', '15165']=>['14970']
 2351  0.987        ['15180', '14773', '15117', '15165']=>['14970']
 2352  0.987        ['15125', '15227', '15165', '15155']=>['14970']
 2353  0.987        ['15180', '14773', '15117', '15165']=>['15125', '15526']
 2354  0.987        ['15125', '15526', '15117', '15155', '15165']=>['14773', '14970']
 2355  0.987        ['15200', '15272', '14984', '14132']=>['14922']
 2356  0.987        ['15200', '14984', '15042', '14132']=>['15180']
 2357  0.987        ['14867', '15206', '15129', '14831', '15009']=>['15202']
 2358  0.987        ['14867', '15206', '15129', '14831', '15009']=>['14889']
 2359  0.987        ['15125', '14867', '14773', '15117', '15165']=>['14970']
 2360  0.987        ['15125', '15227', '14773', '15155', '15165']=>['14970']
 2361  0.987        ['15180', '15125', '15117', '15165']=>['14773', '14970']
 2362  0.987        ['15200', '15272', '15180', '14132']=>['14922', '14984']
 2363  0.987        ['14889', '15009', '15129', '14831']=>['14867']
 2364  0.987        ['15180', '15227', '15155', '14867']=>['15125', '15526']
 2365  0.987        ['15526', '15227', '15165', '15155']=>['14773', '14970']
 2366  0.987        ['15227', '15165', '15155', '14970']=>['15526', '14773']
 2367  0.987        ['15180', '15227', '15155', '14867']=>['15526', '14773']
 2368  0.987        ['15227', '15165', '15155', '14970']=>['15125', '15526']
 2369  0.987        ['15526', '15227', '15165', '15155']=>['15125', '14970']
 2370  0.987        ['14867', '15526', '15227', '15117', '14773', '15180']=>['14970']
 2371  0.987        ['15125', '14867', '15526', '15117', '15165']=>['14773', '14970']
 2372  0.987        ['15125', '14867', '15526', '15227', '15117', '15180']=>['14970']
 2373  0.987        ['15125', '15526', '15227', '15155', '15165']=>['14773', '14970']
 2374  0.987        ['15526', '15227', '14773', '15155', '15165']=>['15125', '14970']
 2375  0.987        ['15206', '14889', '15129', '14831', '15009']=>['15202', '14867']
 2376  0.987        ['15206', '15129', '14831', '15009', '15202']=>['14889', '14867']
 2377  0.987        ['15125', '14867', '15526', '15227', '15117', '14773', '15180']=>['14970']
 2378  0.987        ['15180', '14984', '14132', '15200', '15042']=>['14922']
 2379  0.987        ['15200', '15487', '14984', '14132']=>['14922']
 2380  0.987        ['15227', '15117', '15155', '15165']=>['14970']
 2381  0.987        ['15227', '15117', '15155', '15165']=>['15125', '15526', '14773']
 2382  0.987        ['15200', '15487', '15180', '14132']=>['14922', '14984']
 2383  0.987        ['15180', '15526', '15227', '15165']=>['14970']
 2384  0.987        ['15125', '15165', '15155', '14867']=>['14970']
 2385  0.987        ['15227', '14773', '15117', '15155', '15165']=>['14970']
 2386  0.987        ['15125', '15227', '15117', '15155', '15165']=>['14970']
 2387  0.987        ['15180', '15125', '15165', '15155']=>['14773', '14970']
 2388  0.987        ['15125', '14867', '14773', '15155', '15165']=>['14970']
 2389  0.987        ['15526', '15227', '14773', '15180', '15165']=>['14970']
 2390  0.987        ['15180', '15227', '15165', '14970']=>['15526', '14773']
 2391  0.987        ['15125', '15227', '15117', '15155', '14773', '15165']=>['14970']
 2392  0.987        ['15180', '15227', '15125']=>['14773']
 2393  0.987        ['14781', '15011', '15165']=>['15296']
 2394  0.987        ['14867', '15526', '15227', '15155', '15180']=>['14970']
 2395  0.987        ['15125', '15526', '15227', '15180', '15165']=>['14970']
 2396  0.987        ['14931', '14787', '15188']=>['14197']
 2397  0.987        ['14867', '15526', '15227', '14773', '15155', '15180']=>['14970']
 2398  0.987        ['14867', '14970', '15227', '14773', '15165']=>['15125', '15526']
 2399  0.987        ['15125', '14867', '15526', '15227', '15155', '15180']=>['14970']
 2400  0.987        ['15125', '15526', '15227', '14773', '15180', '15165']=>['14970']
 2401  0.987        ['15180', '15165', '15155', '14970']=>['15125', '15526']
 2402  0.987        ['15180', '15526', '15165', '15155']=>['15125', '14970']
 2403  0.987        ['15125', '14867', '15526', '15227', '14773', '15155', '15180']=>['14970']
 2404  0.987        ['14867', '14773', '15117', '15155', '15165']=>['14970']
 2405  0.987        ['15526', '15227', '15117', '15155', '15165']=>['14773', '14970']
 2406  0.987        ['15526', '15227', '15117', '15155', '15165']=>['15125', '14970']
 2407  0.987        ['15526', '14773', '15155', '15180', '15165']=>['15125', '14970']
 2408  0.987        ['15009', '15129', '15319', '15206']=>['14867']
 2409  0.987        ['15009', '15129', '15319', '15206']=>['15202', '14867']
 2410  0.987        ['15227', '15117', '14867', '15165']=>['14970']
 2411  0.987        ['15125', '14867', '15526', '15155', '15165']=>['14773', '14970']
 2412  0.987        ['15227', '15117', '14867', '15165']=>['15125', '15526', '14773']
 2413  0.987        ['15125', '15526', '15227', '15117', '15155', '15165']=>['14773', '14970']
 2414  0.987        ['15526', '15227', '15117', '15155', '14773', '15165']=>['15125', '14970']
 2415  0.987        ['14867', '15206', '14889', '15129', '15319']=>['15202']
 2416  0.987        ['15180', '15227', '15117', '15165']=>['15125', '14970']
 2417  0.987        ['15180', '15227', '15117', '15165']=>['14773', '14970']
 2418  0.987        ['15125', '14867', '15227', '15117', '15165']=>['14970']
 2419  0.987        ['14867', '15227', '14773', '15117', '15165']=>['14970']
 2420  0.987        ['15180', '15227', '15117', '15165']=>['15125', '15526', '14773']
 2421  0.987        ['14867', '15227', '15117', '15155', '15180']=>['15125', '15526', '14773']
 2422  0.987        ['15117', '15155', '14970']=>['15526']
 2423  0.987        ['15200', '15525', '14922', '14132']=>['15180']
 2424  0.987        ['15180', '15125', '15117']=>['15526', '14773']
 2425  0.987        ['14773', '15155', '15117', '14970']=>['15526']
 2426  0.987        ['15125', '14867', '15227', '15117', '14773', '15165']=>['14970']
 2427  0.987        ['15125', '15227', '15117', '15180', '15165']=>['14773', '14970']
 2428  0.987        ['15227', '14773', '15117', '15180', '15165']=>['15125', '14970']
 2429  0.987        ['14781', '14767', '15011', '15165']=>['15296']
 2430  0.987        ['15180', '15117', '15155', '15165']=>['14773', '14970']
 2431  0.987        ['15180', '15117', '15155', '15165']=>['15125', '14970']
 2432  0.987        ['15180', '15117', '15155', '15165']=>['15125', '15526', '14773']
 2433  0.987        ['14889', '14781', '15165']=>['14742']
 2434  0.987        ['15262', '14781', '15296']=>['15165']
 2435  0.987        ['14889', '14781', '15165']=>['14767']
 2436  0.987        ['15262', '14781', '15296']=>['14767']
 2437  0.987        ['14889', '14781', '15165']=>['14742', '15296']
 2438  0.987        ['14717', '14931', '15190']=>['14197']
 2439  0.987        ['15125', '14867', '15117', '15155', '15165']=>['14970']
 2440  0.987        ['15125', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2441  0.987        ['14773', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2442  0.987        ['14889', '14781', '15165', '15296']=>['14767']
 2443  0.987        ['15125', '14867', '14773', '15117', '15155', '15165']=>['14970']
 2444  0.987        ['14742', '14767', '14889']=>['15165']
 2445  0.987        ['14742', '14767', '14889']=>['15296']
 2446  0.987        ['14742', '14767', '14889']=>['15165', '15296']
 2447  0.987        ['15227', '15155', '14970']=>['15125', '14773']
 2448  0.987        ['14867', '15526', '15227', '15117', '15165']=>['15125', '14970']
 2449  0.987        ['14867', '15526', '15227', '15117', '15165']=>['14773', '14970']
 2450  0.987        ['15200', '15180', '14994', '14922']=>['14984']
 2451  0.987        ['15180', '15200', '15525', '14922', '14132', '15042']=>['14984']
 2452  0.987        ['14867', '15526', '15227', '15117', '15155', '15180']=>['14970']
 2453  0.987        ['15526', '15227', '15117', '15180', '15165']=>['15125', '14773', '14970']
 2454  0.987        ['15125', '14867', '15526', '15227', '15117', '15165']=>['14773', '14970']
 2455  0.987        ['14867', '15526', '15227', '14773', '15117', '15165']=>['15125', '14970']
 2456  0.987        ['15227', '15165', '15155', '14867']=>['14970']
 2457  0.987        ['15227', '15165', '15155', '14867']=>['15125', '15526']
 2458  0.987        ['15227', '15165', '15155', '14867']=>['15526', '14773']
 2459  0.987        ['14867', '15526', '15117', '15155', '15165']=>['14773', '14970']
 2460  0.987        ['15125', '14867', '15526', '15227', '15117', '15155', '15180']=>['14970']
 2461  0.987        ['14867', '15526', '15227', '15117', '15155', '14773', '15180']=>['14970']
 2462  0.987        ['15180', '15010', '14922', '15525']=>['14132']
 2463  0.987        ['15180', '15227', '15165', '15155']=>['14773', '14970']
 2464  0.987        ['14867', '15227', '14773', '15155', '15165']=>['14970']
 2465  0.987        ['15180', '15227', '15165', '15155']=>['15125', '14970']
 2466  0.987        ['15180', '15227', '15165', '15155']=>['15125', '15526', '14773']
 2467  0.987        ['14867', '15227', '14773', '15155', '15165']=>['15125', '15526']
 2468  0.987        ['15526', '15117', '15155', '15180', '15165']=>['15125', '14773', '14970']
 2469  0.987        ['15125', '14867', '15526', '15227', '15117', '15155', '14773', '15180']=>['14970']
 2470  0.987        ['15180', '15125', '15526', '15117']=>['14970']
 2471  0.987        ['15180', '15526', '14773', '15117']=>['14970']
 2472  0.986        ['14889', '15009', '15164']=>['14867']
 2473  0.986        ['14773', '15117', '14867', '14970']=>['15125']
 2474  0.986        ['15125', '14867', '15227', '15155', '15165']=>['14970']
 2475  0.986        ['15125', '15526', '15117', '14773', '15180']=>['14970']
 2476  0.986        ['15125', '15227', '15155', '15180', '15165']=>['14773', '14970']
 2477  0.986        ['15227', '14773', '15155', '15180', '15165']=>['15125', '14970']
 2478  0.986        ['15125', '14867', '15526', '15117', '15155', '15165']=>['14773', '14970']
 2479  0.986        ['15125', '14867', '15227', '14773', '15155', '15165']=>['14970']
 2480  0.986        ['14781', '15296', '15165', '15262']=>['14767']
 2481  0.986        ['14781', '15296', '14767', '15262']=>['15165']
 2482  0.986        ['14132', '15180', '15272']=>['14922']
 2483  0.986        ['15125', '14867', '15117', '15180', '15165']=>['14773', '14970']
 2484  0.986        ['14867', '14773', '15117', '15180', '15165']=>['15125', '14970']
 2485  0.986        ['15080', '14922', '14132']=>['15180']
 2486  0.986        ['14132', '14825', '15525']=>['15180']
 2487  0.986        ['15200', '15487', '15180', '15525']=>['14922']
 2488  0.986        ['15091', '15200', '15042']=>['14984']
 2489  0.986        ['14867', '15526', '15227', '15155', '15165']=>['14773', '14970']
 2490  0.986        ['14867', '15526', '15227', '15155', '15165']=>['15125', '14970']
 2491  0.986        ['15526', '15227', '15155', '15180', '15165']=>['15125', '14773', '14970']
 2492  0.986        ['15125', '14867', '15526', '15227', '15155', '15165']=>['14773', '14970']
 2493  0.986        ['14867', '15526', '15227', '14773', '15155', '15165']=>['15125', '14970']
 2494  0.986        ['14867', '14970', '15227', '15155', '15165']=>['15125', '15526', '14773']
 2495  0.986        ['14889', '15165', '15011', '15296']=>['14767']
 2496  0.986        ['15125', '15526', '14773', '15155', '15180']=>['14970']
 2497  0.986        ['14742', '15011']=>['14767']
 2498  0.986        ['14742', '15011']=>['14781', '15296']
 2499  0.986        ['15308', '14948', '15331']=>['15310']
 2500  0.986        ['14889', '15011', '14767']=>['14781']
 2501  0.986        ['14889', '14767', '15011']=>['14781', '15296']
 2502  0.986        ['14742', '14781', '15262']=>['14767', '15296']
 2503  0.986        ['14867', '15227', '15117', '15155', '15165']=>['14970']
 2504  0.986        ['15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2505  0.986        ['15227', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2506  0.986        ['15227', '15117', '15155', '15180', '15165']=>['15125', '15526', '14773']
 2507  0.986        ['14867', '15227', '15117', '15155', '15165']=>['15125', '15526', '14773']
 2508  0.986        ['14831', '15308', '15331']=>['15310']
 2509  0.986        ['14831', '15308', '15331']=>['15310', '14948']
 2510  0.986        ['14889', '14781', '15165', '15011']=>['14767']
 2511  0.986        ['14889', '14781', '15011', '15296', '15165']=>['14767']
 2512  0.986        ['14889', '14781', '15165', '15011']=>['14767', '15296']
 2513  0.986        ['15125', '15227', '15117', '14867']=>['15526']
 2514  0.986        ['15125', '14867', '15155', '15180', '15165']=>['14773', '14970']
 2515  0.986        ['14867', '15227', '14773', '15117', '15155', '15165']=>['14970']
 2516  0.986        ['15125', '14867', '15227', '15117', '15155', '15165']=>['14970']
 2517  0.986        ['15125', '15227', '15117', '15155', '15180', '15165']=>['14773', '14970']
 2518  0.986        ['15227', '14773', '15117', '15155', '15180', '15165']=>['15125', '14970']
 2519  0.986        ['15125', '14867', '15227', '15117', '15155', '14773', '15165']=>['14970']
 2520  0.986        ['14867', '15526', '15227', '15180', '15165']=>['14970']
 2521  0.986        ['15180', '15125', '15227', '15117']=>['14970']
 2522  0.986        ['14867', '15526', '15227', '14773', '15180', '15165']=>['14970']
 2523  0.986        ['15125', '14867', '15526', '15227', '15180', '15165']=>['14970']
 2524  0.986        ['15125', '15227', '15117', '14773', '15180']=>['14970']
 2525  0.986        ['15200', '15248']=>['14984']
 2526  0.986        ['14867', '14970', '15155', '15180', '15165']=>['15125', '15526']
 2527  0.986        ['14867', '15526', '15155', '15180', '15165']=>['15125', '14970']
 2528  0.986        ['15125', '14867', '15526', '15227', '14773', '15180', '15165']=>['14970']
 2529  0.986        ['15125', '15227', '15165']=>['15526', '14773']
 2530  0.986        ['15526', '15227', '15165']=>['15125', '14773']
 2531  0.986        ['14867', '15526', '15227', '15117', '15155', '15165']=>['14773', '14970']
 2532  0.986        ['14867', '15526', '14773', '15155', '15180', '15165']=>['15125', '14970']
 2533  0.986        ['14867', '15526', '15227', '15117', '15155', '15165']=>['15125', '14970']
 2534  0.986        ['15526', '15227', '15117', '15155', '15180', '15165']=>['15125', '14773', '14970']
 2535  0.986        ['15180', '15526', '15227', '15117']=>['14970']
