rowseq,prodate,prodtime,shift,hogi,stage_x,ordno,batchno,compno,stimes,etimes,mntime,mxtime,mxtemp,mxkwh,mxrpm,part,start_temp,stop_temp,stop_power,setnum,upload_yn,datetime,time_range,groupid,tmh,worktype,cdrub,stage_y,mchid,wdate,wsht,batno,mnval,mngrd,create_time,bzval,bzgrd,ydval,ydgrd,mhval,mhgrd,mlval,mlgrd,t10val,t10grd,t50val,t50grd,t90val,t90grd,lbgrd,grd,mnmch,lbmch
车次代号,生产日期,生产时间,班次,生产机台,炼胶阶段,炼胶车数,车次,胶料品名,开始时间,结束时间,排胶时间,混炼时间,混炼温度,混炼功率,转子转速,班次,开始温度,结束温度,停止功率,设定值,是否上传数据,生产时间戳,时间区间,,检验顺序号,胶料号,胶料号,炼胶阶段,生产机台,日期,班次,生产车次,门尼值,门尼等级,检测时间戳,比重,比重等级,硬度,硬度等级,硫变,硫变等级,硫变,硫变等级,硫变,硫变等级,硫变,硫变等级,硫变,硫变等级,硫变等级,等级,门尼检测机台号,硫变检测机台号
23AN051549014,20231023,54741,3,B03,F ,14,14,L-FM-B166-07,2023/10/23 5:45,2023/10/23 5:47,85,105,103.7,226,23,C,92,103.7,1151,14,Y,2023/10/23 5:47,105,20,E101B032023102230132,L-FM-B166-07,B166  ,FM ,B03,20231022,3,14,59.3,0,2023/10/23 7:04,1.115,1,64,1,12.65,1,2.63,1,31.6,1,57.5,0,96.4,1,1,1,K05,G02
23AN051549013,20231023,54543,3,B03,F ,14,13,L-FM-B166-07,2023/10/23 5:43,2023/10/23 5:45,88,109,105.1,58,23,C,92,105.1,628,14,Y,2023/10/23 5:45,108,20,E101B032023102230132,L-FM-B166-07,B166  ,FM ,B03,20231022,3,13,59.3,0,2023/10/23 7:04,1.119,1,63,1,12.77,1,2.68,1,32,1,57.2,0,96,1,1,1,K05,G02
23AN051549012,20231023,54341,3,B03,F ,14,12,L-FM-B166-07,2023/10/23 5:41,2023/10/23 5:43,87,107,105.5,248,24,C,87,105.5,1418,14,Y,2023/10/23 5:43,107,20,E101B032023102230131,L-FM-B166-07,B166  ,FM ,B03,20231022,3,12,59.3,0,2023/10/23 7:04,1.117,1,63,1,12.58,1,2.68,1,31.7,1,57,0,95.8,1,1,1,K05,G02
23AN051549011,20231023,54140,3,B03,F ,14,11,L-FM-B166-07,2023/10/23 5:39,2023/10/23 5:41,85,105,105.7,225,23,C,90,105.7,1350,14,Y,2023/10/23 5:41,104,20,E101B032023102230131,L-FM-B166-07,B166  ,FM ,B03,20231022,3,11,59.3,0,2023/10/23 7:04,1.121,1,63,1,12.48,1,2.66,1,31.8,1,56.6,0,94.8,1,1,1,K05,G02
23AN051549010,20231023,53944,3,B03,F ,14,10,L-FM-B166-07,2023/10/23 5:37,2023/10/23 5:39,92,112,104,66,24,C,87,104,1292,14,Y,2023/10/23 5:39,113,20,E101B032023102230130,L-FM-B166-07,B166  ,FM ,B03,20231022,3,10,60.7,0,2023/10/23 7:04,1.125,1,64,1,12.51,1,2.66,1,31.7,1,56.9,0,95.4,1,1,1,K04,G02
23AN051549009,20231023,53738,3,B03,F ,14,9,L-FM-B166-07,2023/10/23 5:35,2023/10/23 5:37,87,107,104.9,225,23,C,90,104.9,1089,14,Y,2023/10/23 5:37,108,20,E101B032023102230130,L-FM-B166-07,B166  ,FM ,B03,20231022,3,9,60.7,0,2023/10/23 7:04,1.125,1,63,1,12.44,1,2.65,1,31.6,1,56.7,0,96,1,1,1,K04,G02
23AN051549008,20231023,53537,3,B03,F ,14,8,L-FM-B166-07,2023/10/23 5:33,2023/10/23 5:35,86,107,104.7,47,23,C,97,104.7,696,14,Y,2023/10/23 5:35,107,20,E101B032023102230129,L-FM-B166-07,B166  ,FM ,B03,20231022,3,8,62.1,0,2023/10/23 7:04,1.126,1,63,1,13.28,1,2.71,1,29.9,1,54.4,0,93.1,1,1,1,K04,G02
23AN051549007,20231023,53336,3,B03,F ,14,7,L-FM-B166-07,2023/10/23 5:31,2023/10/23 5:33,86,106,104.8,230,24,C,91,104.8,885,14,Y,2023/10/23 5:33,106,20,E101B032023102230129,L-FM-B166-07,B166  ,FM ,B03,20231022,3,7,62.1,0,2023/10/23 7:15,1.123,1,64,1,13.11,1,2.79,1,30.3,1,54.7,0,92.4,1,1,1,K04,G02
23AN051549006,20231023,53137,3,B03,F ,14,6,L-FM-B166-07,2023/10/23 5:29,2023/10/23 5:31,87,107,105.3,237,23,C,95,105.3,1211,14,Y,2023/10/23 5:31,106,20,E101B032023102230128,L-FM-B166-07,B166  ,FM ,B03,20231022,3,6,71.6,0,2023/10/23 7:12,1.121,1,63,1,12.58,1,2.7,1,30.4,1,55.6,0,93.2,1,1,1,K03,G02
23AN051549005,20231023,52938,3,B03,F ,14,5,L-FM-B166-07,2023/10/23 5:27,2023/10/23 5:29,93,113,105.1,246,23,C,100,105.1,561,14,Y,2023/10/23 5:29,112,20,E101B032023102230128,L-FM-B166-07,B166  ,FM ,B03,20231022,3,5,71.6,0,2023/10/23 7:10,1.123,1,63,1,13.12,1,2.77,1,30.2,1,54.4,0,92.2,1,1,1,K03,G02
23AN051549004,20231023,52723,3,B03,F ,14,4,L-FM-B166-07,2023/10/23 5:25,2023/10/23 5:27,88,108,104,228,23,C,97,104,368,14,Y,2023/10/23 5:27,108,20,E101B032023102230127,L-FM-B166-07,B166  ,FM ,B03,20231022,3,4,62.5,0,2023/10/23 7:06,1.125,1,64,1,12.41,1,2.65,1,31.7,1,57.4,0,96.7,1,1,1,K03,G02
23AN051549003,20231023,52523,3,B03,F ,14,3,L-FM-B166-07,2023/10/23 5:23,2023/10/23 5:25,94,114,105.2,68,24,C,89,105.2,1236,14,Y,2023/10/23 5:25,114,20,E101B032023102230127,L-FM-B166-07,B166  ,FM ,B03,20231022,3,3,62.5,0,2023/10/23 7:04,1.127,1,63,1,12.59,1,2.64,1,31.5,1,56.4,0,95.1,1,1,1,K03,G02
23AN051549002,20231023,52315,3,B03,F ,14,2,L-FM-B166-07,2023/10/23 5:21,2023/10/23 5:23,96,117,104.9,261,23,C,75,104.9,658,14,Y,2023/10/23 5:23,116,20,E101B032023102230126,L-FM-B166-07,B166  ,FM ,B03,20231022,3,2,58.4,0,2023/10/23 7:04,1.121,1,63,1,12.54,1,2.64,1,31.5,1,56.7,0,96,1,1,1,K03,G02
23AN051549001,20231023,52103,3,B03,F ,14,1,L-FM-B166-07,2023/10/23 5:18,2023/10/23 5:21,103,131,103.6,295,24,C,87,103.6,1312,14,Y,2023/10/23 5:21,131,20,E101B032023102230126,L-FM-B166-07,B166  ,FM ,B03,20231022,3,1,58.4,0,2023/10/23 7:04,1.123,1,63,1,12.73,1,2.25,3,30.4,1,53,0,86.9,1,3,3,K03,G02
23AN045328007,20231023,51315,3,B03,F ,8,7,L-FM-B633-01,2023/10/23 5:11,2023/10/23 5:13,104,120,103.7,287,30,C,93,103.7,1053,8,Y,2023/10/23 5:13,118,20,E101B032023102230125,L-FM-B633-01,B633  ,FM ,B03,20231022,3,7,60,0,2023/10/23 7:04,1.119,1,67,1,19.46,1,2.2,1,31,1,54.1,0,85.3,1,1,1,K08,G04
23AN045328006,20231023,51103,3,B03,F ,8,6,L-FM-B633-01,2023/10/23 5:09,2023/10/23 5:11,100,115,103.8,278,30,C,98,103.8,918,8,Y,2023/10/23 5:11,114,20,E101B032023102230124,L-FM-B633-01,B633  ,FM ,B03,20231022,3,6,60.2,0,2023/10/23 7:04,1.118,1,67,1,19.57,1,2.2,1,31.2,1,54.7,0,86.1,1,1,1,K08,G04
23AN045328005,20231023,50855,3,B03,F ,8,5,L-FM-B633-01,2023/10/23 5:07,2023/10/23 5:08,98,113,103.5,248,30,C,91,103.5,1316,8,Y,2023/10/23 5:08,112,20,E101B032023102230123,L-FM-B633-01,B633  ,FM ,B03,20231022,3,5,60.9,0,2023/10/23 7:04,1.121,1,66,1,19.4,1,2.22,1,31.8,1,55.3,0,87.2,1,1,1,K08,G04
23AN045328004,20231023,50650,3,B03,F ,8,4,L-FM-B633-01,2023/10/23 5:04,2023/10/23 5:06,101,116,103.7,92,30,C,104,103.7,979,8,Y,2023/10/23 5:06,115,20,E101B032023102230122,L-FM-B633-01,B633  ,FM ,B03,20231022,3,4,59.6,0,2023/10/23 7:04,1.125,1,67,1,19.17,1,2.21,1,31.5,1,55.5,0,88.2,1,1,1,K07,G04
23AN045328003,20231023,50440,3,B03,F ,8,3,L-FM-B633-01,2023/10/23 5:02,2023/10/23 5:04,99,115,103.8,259,30,C,87,103.8,589,8,Y,2023/10/23 5:04,115,20,E101B032023102230121,L-FM-B633-01,B633  ,FM ,B03,20231022,3,3,60.2,0,2023/10/23 7:04,1.121,1,67,1,19.26,1,2.19,1,32,1,56.3,0,88,1,1,1,K07,G04
23AN045328002,20231023,50233,3,B03,F ,8,2,L-FM-B633-01,2023/10/23 5:00,2023/10/23 5:02,104,120,103.7,265,30,C,100,103.7,351,8,Y,2023/10/23 5:02,119,20,E101B032023102230120,L-FM-B633-01,B633  ,FM ,B03,20231022,3,2,60.4,0,2023/10/23 7:04,1.119,1,67,1,19.26,1,2.2,1,31.6,1,56.1,0,88.5,1,1,1,K06,G04
23AN045328001,20231023,50018,3,B03,F ,8,1,L-FM-B633-01,2023/10/23 4:57,2023/10/23 5:00,95,136,112.3,85,24,C,70,112.3,881,8,Y,2023/10/23 5:00,135,20,E101B032023102230119,L-FM-B633-01,B633  ,FM ,B03,20231022,3,1,61.3,0,2023/10/23 7:04,1.117,1,66,1,19.59,1,2.17,1,31.1,1,55.2,0,87.4,1,1,1,K06,G04
23AM020733008,20231022,22520,3,B04,F ,8,8,L-FM-B635-03,2023/10/22 2:23,2023/10/22 2:25,94,109,108.5,106,27,C,97,108.5,286,8,Y,2023/10/22 2:25,106,20,E101B042023102130086,L-FM-B635-03,B635  ,FM ,B04,20231021,3,8,59.3,0,2023/10/22 4:40,1.114,1,60,1,12.65,1,1.61,1,25,1,47.4,0,74.7,1,1,1,K03,G08
23AM020733007,20231022,22322,3,B04,F ,8,7,L-FM-B635-03,2023/10/22 2:21,2023/10/22 2:23,94,109,109.3,101,29,C,94,109.3,338,8,Y,2023/10/22 2:23,107,20,E101B042023102130086,L-FM-B635-03,B635  ,FM ,B04,20231021,3,7,59.3,0,2023/10/22 4:40,1.115,1,59,1,12.64,1,1.55,1,24.5,1,46.8,0,74,1,1,1,K03,G08
23AM020733006,20231022,22124,3,B04,F ,8,6,L-FM-B635-03,2023/10/22 2:19,2023/10/22 2:21,94,109,104.3,103,29,C,95,104.3,338,8,Y,2023/10/22 2:21,107,20,E101B042023102130085,L-FM-B635-03,B635  ,FM ,B04,20231021,3,6,59.7,0,2023/10/22 4:33,1.113,1,60,1,12.53,1,1.59,1,24.9,1,47,0,74.1,1,1,1,K03,G08
23AM020733005,20231022,21925,3,B04,F ,8,5,L-FM-B635-03,2023/10/22 2:17,2023/10/22 2:19,94,109,101.3,105,28,C,94,101.3,302,8,Y,2023/10/22 2:19,107,20,E101B042023102130085,L-FM-B635-03,B635  ,FM ,B04,20231021,3,5,59.7,0,2023/10/22 4:33,1.114,1,60,1,12.66,1,1.61,1,25.3,1,47.1,0,74.2,1,1,1,K03,G08
23AM020733004,20231022,21727,3,B04,F ,8,4,L-FM-B635-03,2023/10/22 2:15,2023/10/22 2:17,96,112,108.1,113,28,C,89,108.1,303,8,Y,2023/10/22 2:17,110,20,E101B042023102130084,L-FM-B635-03,B635  ,FM ,B04,20231021,3,4,57.4,0,2023/10/22 4:33,1.112,1,59,1,12.47,1,1.65,1,25.8,1,47.8,0,74.9,1,1,1,K09,G08
23AM020733003,20231022,21526,3,B04,F ,8,3,L-FM-B635-03,2023/10/22 2:13,2023/10/22 2:15,102,118,108.6,121,29,C,94,108.6,302,8,Y,2023/10/22 2:15,116,20,E101B042023102130084,L-FM-B635-03,B635  ,FM ,B04,20231021,3,3,57.4,0,2023/10/22 4:33,1.113,1,60,1,12.59,1,1.83,1,26.6,1,47.9,0,75,1,1,1,K09,G08
23AL085524012,20231021,92050,1,B08,F ,12,12,L-FM-EJ867-07,2023/10/21 9:19,2023/10/21 9:20,83,98,107.1,38,26,A,101,107.1,211,12,Y,2023/10/21 9:20,97,20,E101B082023102110018,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,12,74.7,0,2023/10/21 11:01,1.157,1,70.5,1,21.02,1,3.15,1,34.8,1,57.4,0,81.8,1,1,1,K27,G06
23AL085524011,20231021,91836,1,B08,F ,12,11,L-FM-EJ867-07,2023/10/21 9:16,2023/10/21 9:18,83,98,107.4,39,26,A,102,107.4,198,12,Y,2023/10/21 9:18,98,20,E101B082023102110018,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,11,74.7,0,2023/10/21 10:59,1.156,1,69.8,1,21.48,1,3.2,1,35.7,1,58.4,0,84.1,1,1,1,K27,G06
23AL085524010,20231021,91646,1,B08,F ,12,10,L-FM-EJ867-07,2023/10/21 9:15,2023/10/21 9:16,83,98,107.8,36,29,A,103,107.8,209,12,Y,2023/10/21 9:16,98,20,E101B082023102110017,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,10,74.2,0,2023/10/21 10:55,1.154,1,70.1,1,21.18,1,3.21,1,35.3,1,58.3,0,83.4,1,1,1,K27,G06
23AL085524009,20231021,91458,1,B08,F ,12,9,L-FM-EJ867-07,2023/10/21 9:13,2023/10/21 9:14,83,98,107.4,36,30,A,104,107.4,218,12,Y,2023/10/21 9:14,97,20,E101B082023102110017,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,9,74.2,0,2023/10/21 10:54,1.159,1,70.6,1,20.99,1,3.27,1,35.3,1,58,0,84.1,1,1,1,K27,G06
23AL085524008,20231021,91309,1,B08,F ,12,8,L-FM-EJ867-07,2023/10/21 9:11,2023/10/21 9:13,83,98,106.7,37,29,A,105,106.7,204,12,Y,2023/10/21 9:13,97,20,E101B082023102110016,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,8,73.9,0,2023/10/21 10:46,1.156,1,69.5,1,22.07,1,3.14,1,32.4,1,55.3,0,80.3,1,1,1,K27,G05
23AL085524007,20231021,91121,1,B08,F ,12,7,L-FM-EJ867-07,2023/10/21 9:09,2023/10/21 9:11,83,98,105.5,37,29,A,100,105.5,207,12,Y,2023/10/21 9:11,99,20,E101B082023102110015,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,7,73.9,0,2023/10/21 10:46,1.154,1,69.7,1,21.7,1,2.38,1,27.3,1,53.6,0,79.4,1,1,1,K27,G05
23AL085524006,20231021,90933,1,B08,F ,12,6,L-FM-EJ867-07,2023/10/21 9:07,2023/10/21 9:09,83,98,106.9,38,29,A,102,106.9,207,12,Y,2023/10/21 9:09,99,20,E101B082023102110014,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,6,72.2,0,2023/10/21 10:59,1.156,1,70.6,1,20.53,1,3.11,1,32.9,1,55.4,0,82.5,1,1,1,K12,G05
23AL085524005,20231021,90742,1,B08,F ,12,5,L-FM-EJ867-07,2023/10/21 9:06,2023/10/21 9:07,83,98,106.9,39,27,A,96,106.9,203,12,Y,2023/10/21 9:07,96,20,E101B082023102110014,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,5,72.2,0,2023/10/21 10:59,1.157,1,70.7,1,21.45,1,3.09,1,32.8,1,55,0,80.6,1,1,1,K12,G05
23AL085524004,20231021,90446,1,B08,F ,12,4,L-FM-EJ867-07,2023/10/21 9:02,2023/10/21 9:04,83,102,106.4,36,26,A,99,106.4,203,12,Y,2023/10/21 9:04,122,20,E101B082023102110013,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,4,73.1,0,2023/10/21 10:54,1.154,1,70.5,1,21,1,3.12,1,32.7,1,54.9,0,81,1,1,1,K12,G05
23AL085524003,20231021,90234,1,B08,F ,12,3,L-FM-EJ867-07,2023/10/21 9:00,2023/10/21 9:02,87,102,105.7,36,29,A,100,105.7,216,12,Y,2023/10/21 9:02,102,20,E101B082023102110013,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,3,73.1,0,2023/10/21 10:54,1.159,1,69.8,1,21.42,1,3.14,1,32.3,1,54.1,0,79.8,1,1,1,K12,G05
23AL085524002,20231021,90041,1,B08,F ,12,2,L-FM-EJ867-07,2023/10/21 8:59,2023/10/21 9:00,83,98,105.9,39,29,A,100,105.9,198,12,Y,2023/10/21 9:00,97,20,E101B082023102110012,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,2,73.3,0,2023/10/21 10:46,1.161,1,70.9,1,21.11,1,3.12,1,32.1,1,52.8,0,77.9,1,1,1,K12,G05
23AL085524001,20231021,85852,1,B08,F ,12,1,L-FM-EJ867-07,2023/10/21 8:57,2023/10/21 8:58,89,105,105.9,45,29,A,90,105.9,189,12,Y,2023/10/21 8:58,104,20,E101B082023102110012,L-FM-EJ867-07,EJ867 ,FM ,B08,20231021,1,1,73.3,0,2023/10/21 10:46,1.156,1,70.6,1,21.75,1,3.21,1,32.6,1,54.5,0,80.9,1,1,1,K12,G05
23AM160912103,20231022,192507,1,B08,F ,104,103,L-FM-J126-02E,2023/10/22 19:23,2023/10/22 19:25,85,100,104.6,27,35,A,99,104.6,126,104,Y,2023/10/22 19:25,99,20,E101B082023102210162,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,103,56.6,1,2023/10/22 21:46,1.162,1,57,1,11.45,1,1.46,1,57.5,1,74.8,0,116,1,1,1,K07,G03
23AM160912102,20231022,192317,1,B08,F ,104,102,L-FM-J126-02E,2023/10/22 19:21,2023/10/22 19:23,85,100,107.9,36,35,A,100,107.9,132,104,Y,2023/10/22 19:23,100,20,E101B082023102210162,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,102,56.2,1,2023/10/22 21:38,1.159,1,57,1,11.52,1,1.47,1,59.2,1,77.4,0,119.5,1,1,1,K07,G03
23AM160912101,20231022,192125,1,B08,F ,104,101,L-FM-J126-02E,2023/10/22 19:19,2023/10/22 19:21,85,100,105.7,33,34,A,99,105.7,125,104,Y,2023/10/22 19:21,99,20,E101B082023102210161,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,101,56.2,1,2023/10/22 21:38,1.161,1,58,1,11.45,1,1.44,1,55.8,1,73.1,0,114.6,1,1,1,K07,G03
23AM160912100,20231022,191935,1,B08,F ,104,100,L-FM-J126-02E,2023/10/22 19:17,2023/10/22 19:19,85,102,106.5,34,35,A,99,106.5,129,104,Y,2023/10/22 19:19,101,20,E101B082023102210161,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,100,56.7,1,2023/10/22 21:27,1.158,1,57,1,11.42,1,1.43,1,55.6,1,73,0,114,1,1,1,K07,G03
23AM160912099,20231022,191743,1,B08,F ,104,99,L-FM-J126-02E,2023/10/22 19:15,2023/10/22 19:17,85,102,105.7,33,35,A,99,105.7,122,104,Y,2023/10/22 19:17,101,20,E101B082023102210160,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,99,56.7,1,2023/10/22 21:27,1.157,1,57,1,11.53,1,1.46,1,53.6,1,70,0,111.2,1,1,1,K04,G03
23AM160912098,20231022,191550,1,B08,F ,104,98,L-FM-J126-02E,2023/10/22 19:14,2023/10/22 19:15,85,101,106.3,35,35,A,100,106.3,132,104,Y,2023/10/22 19:15,101,20,E101B082023102210160,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,98,57.2,1,2023/10/22 21:47,1.154,1,56,1,11.39,1,1.46,1,53.8,1,70,0,110.8,1,1,1,K04,G03
23AM160912097,20231022,191357,1,B08,F ,104,97,L-FM-J126-02E,2023/10/22 19:12,2023/10/22 19:13,85,102,106.1,34,35,A,99,106.1,126,104,Y,2023/10/22 19:13,100,20,E101B082023102210159,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,97,57.2,1,2023/10/22 21:47,1.156,1,57,1,11.58,1,1.46,1,53.3,1,69.2,0,108.9,1,1,1,K04,G03
23AM160912096,20231022,191206,1,B08,F ,104,96,L-FM-J126-02E,2023/10/22 19:10,2023/10/22 19:12,85,100,106.9,35,34,A,99,106.9,133,104,Y,2023/10/22 19:12,99,20,E101B082023102210159,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,96,55.2,1,2023/10/22 21:46,1.154,1,56,1,11.42,1,1.49,1,53.4,1,69.2,0,108.2,1,1,1,K04,G03
23AM160912095,20231022,191015,1,B08,F ,104,95,L-FM-J126-02E,2023/10/22 19:08,2023/10/22 19:10,85,100,107.2,35,34,A,101,107.2,136,104,Y,2023/10/22 19:10,100,20,E101B082023102210158,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,95,55.2,1,2023/10/22 21:46,1.159,1,57,1,11.37,1,1.49,1,52.3,1,68.3,0,106.5,1,1,1,K06,G03
23AM160912094,20231022,190825,1,B08,F ,104,94,L-FM-J126-02E,2023/10/22 19:06,2023/10/22 19:08,85,102,106.7,34,35,A,100,106.7,130,104,Y,2023/10/22 19:08,102,20,E101B082023102210158,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,94,55.1,1,2023/10/22 21:38,1.157,1,58,1,11.98,1,1.49,1,51.7,1,68.4,0,108,1,1,1,K06,G03
23AM160912093,20231022,190634,1,B08,F ,104,93,L-FM-J126-02E,2023/10/22 19:04,2023/10/22 19:06,85,100,106.4,34,35,A,99,106.4,133,104,Y,2023/10/22 19:06,100,20,E101B082023102210157,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,93,55.1,1,2023/10/22 21:38,1.159,1,57,1,11.23,1,1.5,1,53.8,1,69.7,0,104.2,1,1,1,K06,G02
23AM160912092,20231022,190443,1,B08,F ,104,92,L-FM-J126-02E,2023/10/22 19:03,2023/10/22 19:04,85,100,107.5,35,35,A,100,107.5,134,104,Y,2023/10/22 19:04,100,20,E101B082023102210157,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,92,55.6,1,2023/10/22 21:27,1.16,1,56,1,11.31,1,1.49,1,54.2,1,70.4,0,108.3,1,1,1,K06,G02
23AM160912091,20231022,190252,1,B08,F ,104,91,L-FM-J126-02E,2023/10/22 19:01,2023/10/22 19:02,85,101,106.6,34,34,A,100,106.6,122,104,Y,2023/10/22 19:02,100,20,E101B082023102210156,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,91,55.6,1,2023/10/22 21:27,1.156,1,57,1,11.61,1,1.53,1,53.7,1,70,0,106.1,1,1,1,K03,G02
23AM160912090,20231022,190102,1,B08,F ,104,90,L-FM-J126-02E,2023/10/22 18:59,2023/10/22 19:00,85,100,107.5,36,34,A,97,107.5,129,104,Y,2023/10/22 19:01,100,20,E101B082023102210156,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,90,56.7,1,2023/10/22 21:47,1.153,1,57,1,11.27,1,1.5,1,54.3,1,70.7,0,108.4,1,1,1,K03,G02
23AM160912089,20231022,185912,1,B08,F ,104,89,L-FM-J126-02E,2023/10/22 18:57,2023/10/22 18:59,85,100,105.9,34,34,A,99,105.9,137,104,Y,2023/10/22 18:59,100,20,E101B082023102210155,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,89,56.7,1,2023/10/22 21:47,1.158,1,58,1,11.26,1,1.49,1,53.9,1,70.3,0,108.1,1,1,1,K03,G02
23AM160912088,20231022,185721,1,B08,F ,104,88,L-FM-J126-02E,2023/10/22 18:55,2023/10/22 18:57,85,101,106.4,36,35,A,100,106.4,122,104,Y,2023/10/22 18:57,100,20,E101B082023102210155,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,88,54.4,1,2023/10/22 21:47,1.156,1,57,1,11.19,1,1.49,1,52.4,1,68.6,0,105.7,1,1,1,K03,G02
23AM160912087,20231022,185529,1,B08,F ,104,87,L-FM-J126-02E,2023/10/22 18:53,2023/10/22 18:55,85,101,106.7,34,34,A,100,106.7,135,104,Y,2023/10/22 18:55,100,20,E101B082023102210154,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,87,54.4,1,2023/10/22 21:47,1.157,1,58,1,11.23,1,1.48,1,52.2,1,68.1,0,105.8,1,1,1,K05,G02
23AM160912086,20231022,185338,1,B08,F ,104,86,L-FM-J126-02E,2023/10/22 18:51,2023/10/22 18:53,85,100,107.3,35,35,A,99,107.3,126,104,Y,2023/10/22 18:53,100,20,E101B082023102210154,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,86,53.6,1,2023/10/22 21:37,1.159,1,57,1,11.19,1,1.47,1,52.3,1,68.3,0,106,1,1,1,K05,G02
23AM160912085,20231022,185147,1,B08,F ,104,85,L-FM-J126-02E,2023/10/22 18:50,2023/10/22 18:51,85,101,107.2,35,35,A,100,107.2,129,104,Y,2023/10/22 18:51,100,20,E101B082023102210153,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,85,53.6,1,2023/10/22 21:37,1.156,1,57,1,11.69,1,1.49,1,51.2,1,67.5,0,105,1,1,1,K05,G01
23AM160912084,20231022,184958,1,B08,F ,104,84,L-FM-J126-02E,2023/10/22 18:48,2023/10/22 18:49,85,100,106.7,34,35,A,99,106.7,135,104,Y,2023/10/22 18:49,100,20,E101B082023102210153,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,84,55.3,1,2023/10/22 21:28,1.161,1,56,1,11.4,1,1.41,1,52,1,67.9,0,104.3,1,1,1,K05,G01
23AM160912083,20231022,184756,1,B08,F ,104,83,L-FM-J126-02E,2023/10/22 18:46,2023/10/22 18:47,85,100,106.7,34,35,A,98,106.7,130,104,Y,2023/10/22 18:47,100,20,E101B082023102210152,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,83,55.3,1,2023/10/22 21:28,1.162,1,57,1,11.51,1,1.45,1,52,1,67.9,0,103.8,1,1,1,K27,G01
23AM160912082,20231022,184607,1,B08,F ,104,82,L-FM-J126-02E,2023/10/22 18:44,2023/10/22 18:46,85,100,107,35,34,A,100,107,134,104,Y,2023/10/22 18:46,100,20,E101B082023102210152,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,82,53.4,1,2023/10/22 21:36,1.159,1,58,1,11.47,1,1.44,1,51.8,1,67.5,0,103.7,1,1,1,K27,G01
23AM160912081,20231022,184416,1,B08,F ,104,81,L-FM-J126-02E,2023/10/22 18:42,2023/10/22 18:44,85,100,106.1,33,34,A,101,106.1,134,104,Y,2023/10/22 18:44,100,20,E101B082023102210151,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,81,53.4,1,2023/10/22 21:36,1.155,1,57,1,11.68,1,1.51,1,50.6,1,65.9,0,102.1,1,1,1,K27,G01
23AM160912080,20231022,184226,1,B08,F ,104,80,L-FM-J126-02E,2023/10/22 18:40,2023/10/22 18:42,85,100,106.8,35,35,A,100,106.8,130,104,Y,2023/10/22 18:42,100,20,E101B082023102210151,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,80,53.4,1,2023/10/22 21:25,1.158,1,57,1,11.65,1,1.46,1,51.8,1,67.5,0,104,1,1,1,K27,G01
23AM160912079,20231022,184034,1,B08,F ,104,79,L-FM-J126-02E,2023/10/22 18:38,2023/10/22 18:40,85,100,106.8,35,35,A,99,106.8,133,104,Y,2023/10/22 18:40,100,20,E101B082023102210150,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,79,53.4,1,2023/10/22 21:25,1.156,1,56,1,11.72,1,1.45,1,52.4,1,68.2,0,105.4,1,1,1,K27,G01
23AM160912078,20231022,183843,1,B08,F ,104,78,L-FM-J126-02E,2023/10/22 18:37,2023/10/22 18:38,85,100,106.8,35,35,A,99,106.8,127,104,Y,2023/10/22 18:38,99,20,E101B082023102210150,L-FM-J126-02E,J126  ,FM ,B08,20231022,1,78,53.6,1,2023/10/22 21:17,1.161,1,57,1,11.98,1,1.48,1,53,1,68.6,0,106.2,1,1,1,K27,G01
