rowseq,prodate,prodtime,shift,hogi,stage_x,ordno,batchno,compno,stimes,etimes,mntime,mxtime,mxtemp,mxkwh,mxrpm,part,start_temp,stop_temp,stop_power,setnum,upload_yn,datetime,time_range,groupid,tmh,worktype,cdrub,stage_y,mchid,wdate,wsht,batno,mnval,mngrd,create_time,bzval,bzgrd,ydval,ydgrd,mhval,mhgrd,mlval,mlgrd,t10val,t10grd,t50val,t50grd,t90val,t90grd,lbgrd,grd,mnmch,lbmch
车次代号,生产日期,生产时间,班次,生产机台,炼胶阶段,炼胶车数,车次,胶料品名,开始时间,结束时间,排胶时间,混炼时间,混炼温度,混炼功率,转子转速,班次,开始温度,结束温度,停止功率,设定值,是否上传数据,生产时间戳,时间区间,,检验顺序号,胶料号,胶料号,炼胶阶段,生产机台,日期,班次,生产车次,门尼值,门尼等级,检测时间戳,比重,比重等级,硬度,硬度等级,硫变,硫变等级,硫变,硫变等级,硫变,硫变等级,硫变,硫变等级,硫变,硫变等级,硫变等级,等级,门尼检测机台号,硫变检测机台号
23AL071901015,20231021,75007,3,B03,F ,26,15,L-FM-J261-03Y,2023/10/21 7:48,2023/10/21 7:50,77,90,104.5,200,22,C,79,104.5,440,26,Y,2023/10/21 7:50,90,20,E101B032023102030163,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,15,50.5,0,2023/10/21 9:34,1.076,1,54,1,10.29,1,1.74,1,29.8,1,53.4,0,78.9,1,1,1,K11,G05
23AM043421014,20231022,53540,3,B03,F ,48,14,L-FM-J261-03Y,2023/10/22 5:33,2023/10/22 5:35,89,113,103.9,223,21,C,63,103.9,623,48,Y,2023/10/22 5:35,112,20,E1010002023102130010,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,14,50.4,0,2023/10/22 7:17,1.076,1,54,1,9.96,1,1.66,1,32.1,1,55,0,79.3,1,1,1,K13,G10
23AL071901014,20231021,74824,3,B03,F ,26,14,L-FM-J261-03Y,2023/10/21 7:46,2023/10/21 7:48,79,93,103.4,206,22,C,84,103.4,847,26,Y,2023/10/21 7:48,92,20,E101B032023102030162,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,14,51.5,0,2023/10/21 9:34,1.078,1,54,1,9.54,1,1.76,1,32.9,1,56.9,0,81.8,1,1,1,K11,G04
23AM043421013,20231022,53328,3,B03,F ,48,13,L-FM-J261-03Y,2023/10/22 5:31,2023/10/22 5:33,81,116,103.6,206,21,C,54,103.6,547,48,Y,2023/10/22 5:33,116,20,E1010002023102130010,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,13,50.4,0,2023/10/22 7:17,1.074,1,55,1,10.09,1,1.68,1,32.2,1,55.5,0,79.8,1,1,1,K13,G10
23AL071901013,20231021,74638,3,B03,F ,26,13,L-FM-J261-03Y,2023/10/21 7:45,2023/10/21 7:46,79,92,104.2,204,22,C,86,104.2,169,26,Y,2023/10/21 7:46,92,20,E101B032023102030162,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,13,51.5,0,2023/10/21 9:34,1.077,1,53,1,9.93,1,1.71,1,32.6,1,55.9,0,80.1,1,1,1,K11,G04
23AM043421012,20231022,50411,3,B03,F ,48,12,L-FM-J261-03Y,2023/10/22 5:02,2023/10/22 5:04,81,95,103.6,206,21,C,69,103.6,547,48,Y,2023/10/22 5:04,95,20,E101B032023102130120,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,12,49.5,0,2023/10/22 7:17,1.076,1,54,1,9.79,1,1.67,1,30.6,1,53,0,78.8,1,1,1,K13,G10
23AL071901012,20231021,74449,3,B03,F ,26,12,L-FM-J261-03Y,2023/10/21 7:43,2023/10/21 7:44,82,95,103.9,218,21,C,71,103.9,1032,26,Y,2023/10/21 7:44,94,20,E101B032023102030161,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,12,48.7,0,2023/10/21 9:34,1.076,1,54,1,10.05,1,1.74,1,33,1,55.6,0,79.3,1,1,1,K10,G04
23AM043421011,20231022,45908,3,B03,F ,48,11,L-FM-J261-03Y,2023/10/22 4:57,2023/10/22 4:59,77,90,104.7,184,21,C,76,104.7,846,48,Y,2023/10/22 4:59,89,20,E101B032023102130120,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,11,49.5,0,2023/10/22 7:17,1.081,1,54,1,10.06,1,1.68,1,30,1,51.7,0,76.7,1,1,1,K13,G10
23AL071901011,20231021,74301,3,B03,F ,26,11,L-FM-J261-03Y,2023/10/21 7:41,2023/10/21 7:42,85,98,103.5,216,21,C,77,103.5,926,26,Y,2023/10/21 7:43,97,20,E101B032023102030161,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,11,48.7,0,2023/10/21 9:34,1.077,1,54,1,10.21,1,1.75,1,32.9,1,55.5,0,78.7,1,1,1,K10,G04
23AM043421010,20231022,45724,3,B03,F ,48,10,L-FM-J261-03Y,2023/10/22 4:55,2023/10/22 4:57,80,94,103.6,222,21,C,82,103.6,1328,48,Y,2023/10/22 4:57,92,20,E101B032023102130119,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,10,48.5,0,2023/10/22 6:44,1.072,1,54,1,9.86,1,1.7,1,29,1,48.7,0,73.7,1,1,1,K27,G10
23AL071901010,20231021,74109,3,B03,F ,26,10,L-FM-J261-03Y,2023/10/21 7:39,2023/10/21 7:41,84,98,103.7,225,21,C,78,103.7,1416,26,Y,2023/10/21 7:41,97,20,E101B032023102030160,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,10,50.6,0,2023/10/21 9:34,1.076,1,54,1,10.11,1,1.72,1,32.6,1,55.5,0,79,1,1,1,K10,G04
23AM043421009,20231022,45537,3,B03,F ,48,9,L-FM-J261-03Y,2023/10/22 4:53,2023/10/22 4:55,85,98,104.2,221,21,C,74,104.2,1288,48,Y,2023/10/22 4:55,97,20,E101B032023102130119,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,9,48.5,0,2023/10/22 6:44,1.074,1,54,1,9.87,1,1.7,1,29,1,48.8,0,73.9,1,1,1,K27,G10
23AL071901009,20231021,73918,3,B03,F ,26,9,L-FM-J261-03Y,2023/10/21 7:37,2023/10/21 7:39,81,94,104.2,208,21,C,80,104.2,531,26,Y,2023/10/21 7:39,93,20,E101B032023102030160,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,9,50.6,0,2023/10/21 9:34,1.081,1,55,1,10.29,1,1.74,1,32.9,1,56.1,0,79.7,1,1,1,K10,G04
23AM043421008,20231022,45230,3,B03,F ,48,8,L-FM-J261-03Y,2023/10/22 4:50,2023/10/22 4:52,80,93,103.5,200,21,C,79,103.5,747,48,Y,2023/10/22 4:52,93,20,E101B032023102130118,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,8,48.8,0,2023/10/22 6:44,1.076,1,55,1,10.04,1,1.66,1,31.4,1,55.5,0,81.3,1,1,1,K27,G10
23AL071901008,20231021,73731,3,B03,F ,26,8,L-FM-J261-03Y,2023/10/21 7:35,2023/10/21 7:37,79,93,103.9,222,21,C,77,103.9,1066,26,Y,2023/10/21 7:37,91,20,E101B032023102030159,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,8,49.4,0,2023/10/21 9:34,1.077,1,54,1,10.23,1,1.72,1,32.4,1,56.2,0,80.2,1,1,1,K10,G02
23AM043421007,20231022,45006,3,B03,F ,48,7,L-FM-J261-03Y,2023/10/22 4:48,2023/10/22 4:50,85,99,103.7,223,21,C,80,103.7,1041,48,Y,2023/10/22 4:50,98,20,E101B032023102130118,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,7,48.8,0,2023/10/22 6:44,1.082,1,54,1,9.95,1,1.64,1,31.4,1,56.2,0,81.8,1,1,1,K27,G10
23AL071901007,20231021,73546,3,B03,F ,26,7,L-FM-J261-03Y,2023/10/21 7:34,2023/10/21 7:35,80,94,103.4,213,22,C,80,103.4,879,26,Y,2023/10/21 7:35,93,20,E101B032023102030159,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,7,49.4,0,2023/10/21 9:34,1.076,1,54,1,9.58,1,1.77,1,33.3,1,55.3,0,80,1,1,1,K10,G02
23AM043421006,20231022,44814,3,B03,F ,48,6,L-FM-J261-03Y,2023/10/22 4:46,2023/10/22 4:48,77,90,104.4,207,22,C,80,104.4,801,48,Y,2023/10/22 4:48,90,20,E101B032023102130117,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,6,48.9,0,2023/10/22 6:51,1.081,1,55,1,9.96,1,1.67,1,31.6,1,54.9,0,79.5,1,1,1,K12,G10
23AL071901006,20231021,73400,3,B03,F ,26,6,L-FM-J261-03Y,2023/10/21 7:32,2023/10/21 7:33,82,96,104.1,222,21,C,81,104.1,863,26,Y,2023/10/21 7:34,95,20,E101B032023102030158,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,6,48.6,0,2023/10/21 9:34,1.075,1,54,1,9.82,1,1.77,1,32.4,1,54.6,0,79.1,1,1,1,K09,G02
23AM043421005,20231022,44630,3,B03,F ,48,5,L-FM-J261-03Y,2023/10/22 4:44,2023/10/22 4:46,79,92,103.7,207,21,C,76,103.7,728,48,Y,2023/10/22 4:46,92,20,E101B032023102130117,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,5,48.9,0,2023/10/22 6:51,1.076,1,55,1,9.66,1,1.66,1,32.6,1,56,0,81,1,1,1,K12,G10
23AL080239005,20231021,81735,1,B03,F ,5,5,L-FM-J261-03Y,2023/10/21 8:15,2023/10/21 8:17,87,116,103.8,198,21,A,73,103.8,891,5,Y,2023/10/21 8:17,116,20,E101B032023102030158,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,5,48.6,0,2023/10/21 9:34,1.075,1,54,1,9.7,1,1.74,1,32.8,1,54.3,0,78.9,1,1,1,K09,G02
23AL080239005,20231021,81735,1,B03,F ,5,5,L-FM-J261-03Y,2023/10/21 8:15,2023/10/21 8:17,87,116,103.8,198,21,A,73,103.8,891,5,Y,2023/10/21 8:17,116,20,E1010002023102110001,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,5,47.3,0,2023/10/21 11:04,1.075,1,54,1,9.53,1,1.67,1,32.1,1,54.7,0,79.7,1,1,1,K10,G02
23AL071901005,20231021,73209,3,B03,F ,26,5,L-FM-J261-03Y,2023/10/21 7:30,2023/10/21 7:32,87,100,104.5,215,21,C,75,104.5,1032,26,Y,2023/10/21 7:32,100,20,E101B032023102030158,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,5,48.6,0,2023/10/21 9:34,1.075,1,54,1,9.7,1,1.74,1,32.8,1,54.3,0,78.9,1,1,1,K09,G02
23AL071901005,20231021,73209,3,B03,F ,26,5,L-FM-J261-03Y,2023/10/21 7:30,2023/10/21 7:32,87,100,104.5,215,21,C,75,104.5,1032,26,Y,2023/10/21 7:32,100,20,E1010002023102110001,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,5,47.3,0,2023/10/21 11:04,1.075,1,54,1,9.53,1,1.67,1,32.1,1,54.7,0,79.7,1,1,1,K10,G02
23AM043421004,20231022,44445,3,B03,F ,48,4,L-FM-J261-03Y,2023/10/22 4:43,2023/10/22 4:44,77,90,103.7,182,21,C,78,103.7,1134,48,Y,2023/10/22 4:44,90,20,E101B032023102130116,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,4,48.2,0,2023/10/22 6:44,1.074,1,54,1,9.62,1,1.7,1,32,1,56,0,81.2,1,1,1,K12,G10
23AL080239004,20231021,81506,1,B03,F ,5,4,L-FM-J261-03Y,2023/10/21 8:13,2023/10/21 8:15,87,116,103.8,198,21,A,76,103.8,891,5,Y,2023/10/21 8:15,115,20,E101B032023102030157,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,4,49,0,2023/10/21 9:34,1.081,1,55,1,9.46,1,1.69,1,32.8,1,55.1,0,79.5,1,1,1,K09,G02
23AL080239004,20231021,81506,1,B03,F ,5,4,L-FM-J261-03Y,2023/10/21 8:13,2023/10/21 8:15,87,116,103.8,198,21,A,76,103.8,891,5,Y,2023/10/21 8:15,115,20,E101B032023102110003,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,4,49,0,2023/10/21 10:58,1.071,1,53,1,9.29,1,1.65,1,32.9,1,54.7,0,80.5,1,1,1,K10,G02
23AL071901004,20231021,73008,3,B03,F ,26,4,L-FM-J261-03Y,2023/10/21 7:28,2023/10/21 7:30,90,116,104,238,21,C,74,104,1131,26,Y,2023/10/21 7:30,115,20,E101B032023102030157,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,4,49,0,2023/10/21 9:34,1.081,1,55,1,9.46,1,1.69,1,32.8,1,55.1,0,79.5,1,1,1,K09,G02
23AL071901004,20231021,73008,3,B03,F ,26,4,L-FM-J261-03Y,2023/10/21 7:28,2023/10/21 7:30,90,116,104,238,21,C,74,104,1131,26,Y,2023/10/21 7:30,115,20,E101B032023102110003,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,4,49,0,2023/10/21 10:58,1.071,1,53,1,9.29,1,1.65,1,32.9,1,54.7,0,80.5,1,1,1,K10,G02
23AM043421003,20231022,44302,3,B03,F ,48,3,L-FM-J261-03Y,2023/10/22 4:41,2023/10/22 4:42,81,95,103.4,187,21,C,73,103.4,782,48,Y,2023/10/22 4:43,94,20,E101B032023102130116,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,3,48.2,0,2023/10/22 6:44,1.072,1,55,1,9.57,1,1.66,1,32.3,1,56,0,81.6,1,1,1,K12,G10
23AL080239003,20231021,81252,1,B03,F ,5,3,L-FM-J261-03Y,2023/10/21 8:10,2023/10/21 8:12,87,116,103.8,198,22,A,68,103.8,891,5,Y,2023/10/21 8:12,116,20,E101B032023102030157,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,3,49,0,2023/10/21 9:34,1.075,1,54,1,9.45,1,1.66,1,33,1,55.9,0,80.6,1,1,1,K09,G02
23AL080239003,20231021,81252,1,B03,F ,5,3,L-FM-J261-03Y,2023/10/21 8:10,2023/10/21 8:12,87,116,103.8,198,22,A,68,103.8,891,5,Y,2023/10/21 8:12,116,20,E101B032023102110003,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,3,49,0,2023/10/21 10:58,1.077,1,54,1,9.4,1,1.64,1,32.8,1,55.2,0,79.9,1,1,1,K10,G02
23AL071901003,20231021,72746,3,B03,F ,26,3,L-FM-J261-03Y,2023/10/21 7:25,2023/10/21 7:27,90,116,104,238,21,C,76,104,1131,26,Y,2023/10/21 7:27,115,20,E101B032023102030157,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,3,49,0,2023/10/21 9:34,1.075,1,54,1,9.45,1,1.66,1,33,1,55.9,0,80.6,1,1,1,K09,G02
23AL071901003,20231021,72746,3,B03,F ,26,3,L-FM-J261-03Y,2023/10/21 7:25,2023/10/21 7:27,90,116,104,238,21,C,76,104,1131,26,Y,2023/10/21 7:27,115,20,E101B032023102110003,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,3,49,0,2023/10/21 10:58,1.077,1,54,1,9.4,1,1.64,1,32.8,1,55.2,0,79.9,1,1,1,K10,G02
23AM043421002,20231022,44115,3,B03,F ,48,2,L-FM-J261-03Y,2023/10/22 4:39,2023/10/22 4:41,84,97,103.9,230,21,C,69,103.9,698,48,Y,2023/10/22 4:41,97,20,E101B032023102130115,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,2,49.2,0,2023/10/22 6:44,1.076,1,54,1,9.85,1,1.65,1,32.7,1,57.1,0,82.8,1,1,1,K12,G10
23AL080239002,20231021,80941,1,B03,F ,5,2,L-FM-J261-03Y,2023/10/21 8:07,2023/10/21 8:09,87,101,103.8,198,21,A,73,103.8,891,5,Y,2023/10/21 8:09,100,20,E101B032023102030156,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,2,48.8,0,2023/10/21 9:34,1.072,1,54,1,9.96,1,1.76,1,32.3,1,54.7,0,79,1,1,1,K09,G02
23AL080239002,20231021,80941,1,B03,F ,5,2,L-FM-J261-03Y,2023/10/21 8:07,2023/10/21 8:09,87,101,103.8,198,21,A,73,103.8,891,5,Y,2023/10/21 8:09,100,20,E101B032023102110002,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,2,49.5,0,2023/10/21 10:47,1.075,1,54,1,9.55,1,1.72,1,31.9,1,53.8,0,77.1,1,1,1,K14,G02
23AL071901002,20231021,72531,3,B03,F ,26,2,L-FM-J261-03Y,2023/10/21 7:23,2023/10/21 7:25,90,113,104,238,22,C,77,104,1131,26,Y,2023/10/21 7:25,113,20,E101B032023102030156,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,2,48.8,0,2023/10/21 9:34,1.072,1,54,1,9.96,1,1.76,1,32.3,1,54.7,0,79,1,1,1,K09,G02
23AL071901002,20231021,72531,3,B03,F ,26,2,L-FM-J261-03Y,2023/10/21 7:23,2023/10/21 7:25,90,113,104,238,22,C,77,104,1131,26,Y,2023/10/21 7:25,113,20,E101B032023102110002,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,2,49.5,0,2023/10/21 10:47,1.075,1,54,1,9.55,1,1.72,1,31.9,1,53.8,0,77.1,1,1,1,K14,G02
23AM043421001,20231022,43917,3,B03,F ,48,1,L-FM-J261-03Y,2023/10/22 4:37,2023/10/22 4:39,88,116,106.5,230,21,C,72,106.5,667,48,Y,2023/10/22 4:39,116,20,E101B032023102130115,L-FM-J261-03Y,J261  ,FM ,B03,20231021,3,1,49.2,0,2023/10/22 6:44,1.075,1,54,1,10.21,1,1.65,1,32.8,1,57.1,0,83.1,1,1,1,K12,G10
23AL080239001,20231021,80737,1,B03,F ,5,1,L-FM-J261-03Y,2023/10/21 8:05,2023/10/21 8:07,84,116,103.6,218,21,A,68,103.6,1131,5,Y,2023/10/21 8:07,115,20,E101B032023102030156,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,1,48.8,0,2023/10/21 9:34,1.078,1,54,1,9.95,1,1.74,1,32.7,1,55.7,0,80.5,1,1,1,K09,G02
23AL080239001,20231021,80737,1,B03,F ,5,1,L-FM-J261-03Y,2023/10/21 8:05,2023/10/21 8:07,84,116,103.6,218,21,A,68,103.6,1131,5,Y,2023/10/21 8:07,115,20,E101B032023102110002,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,1,49.5,0,2023/10/21 10:47,1.072,1,54,1,9.85,1,1.72,1,32.6,1,54.7,0,79.3,1,1,1,K14,G02
23AL071901001,20231021,72319,3,B03,F ,26,1,L-FM-J261-03Y,2023/10/21 7:21,2023/10/21 7:23,82,116,105,26,21,C,66,105,1214,26,Y,2023/10/21 7:23,116,20,E101B032023102030156,L-FM-J261-03Y,J261  ,FM ,B03,20231020,3,1,48.8,0,2023/10/21 9:34,1.078,1,54,1,9.95,1,1.74,1,32.7,1,55.7,0,80.5,1,1,1,K09,G02
23AL071901001,20231021,72319,3,B03,F ,26,1,L-FM-J261-03Y,2023/10/21 7:21,2023/10/21 7:23,82,116,105,26,21,C,66,105,1214,26,Y,2023/10/21 7:23,116,20,E101B032023102110002,L-FM-J261-03Y,J261  ,FM ,B03,20231021,1,1,49.5,0,2023/10/21 10:47,1.072,1,54,1,9.85,1,1.72,1,32.6,1,54.7,0,79.3,1,1,1,K14,G02
23AL081914014,20231021,85246,1,B03,F ,20,14,L-FM-J262-01,2023/10/21 8:50,2023/10/21 8:52,88,112,101.2,243,20,A,74,101.2,593,20,Y,2023/10/21 8:52,111,20,E101B032023102110018,L-FM-J262-01,J262  ,FM ,B03,20231021,1,14,50.1,0,2023/10/21 11:12,1.068,1,54,1,10.66,1,1.41,1,36.6,1,59.9,0,87.5,1,1,1,K27,G09
23AL081914013,20231021,85032,1,B03,F ,20,13,L-FM-J262-01,2023/10/21 8:48,2023/10/21 8:50,89,112,100.5,235,20,A,72,100.5,890,20,Y,2023/10/21 8:50,112,20,E101B032023102110017,L-FM-J262-01,J262  ,FM ,B03,20231021,1,13,49.2,0,2023/10/21 11:06,1.071,1,54,1,10.66,1,1.41,1,36.2,1,58.9,0,85.4,1,1,1,K27,G09
23AN072629012,20231023,74759,3,B03,F ,14,12,L-FM-J262-01,2023/10/23 7:46,2023/10/23 7:47,72,87,103,192,20,C,84,103,731,14,Y,2023/10/23 7:47,86,20,E101B032023102230167,L-FM-J262-01,J262  ,FM ,B03,20231022,3,12,53.7,0,2023/10/23 10:00,1.072,1,53,1,10.76,1,1.53,1,32.1,1,53.6,0,77.3,1,1,1,K05,G10
23AM071044012,20231022,73846,3,B03,F ,14,12,L-FM-J262-01,2023/10/22 7:37,2023/10/22 7:38,84,100,101.1,234,22,C,82,101.1,1007,14,Y,2023/10/22 7:38,100,20,E101B032023102130153,L-FM-J262-01,J262  ,FM ,B03,20231021,3,12,51,0,2023/10/22 9:52,1.069,1,54,1,10.74,1,1.5,1,34.9,1,58.6,0,86.1,1,1,1,K12,G09
23AL081914012,20231021,84820,1,B03,F ,20,12,L-FM-J262-01,2023/10/21 8:46,2023/10/21 8:48,90,116,100.3,43,21,A,71,100.3,722,20,Y,2023/10/21 8:48,116,20,E101B032023102110016,L-FM-J262-01,J262  ,FM ,B03,20231021,1,12,50,0,2023/10/21 11:22,1.067,1,54,1,10.38,1,1.36,1,36.6,1,59.4,0,86.2,1,1,1,K12,G09
23AN072629011,20231023,74619,3,B03,F ,14,11,L-FM-J262-01,2023/10/23 7:44,2023/10/23 7:46,72,87,105,205,20,C,83,105,1231,14,Y,2023/10/23 7:46,86,20,E101B032023102230166,L-FM-J262-01,J262  ,FM ,B03,20231022,3,11,52.9,0,2023/10/23 9:56,1.065,1,53,1,10.58,1,1.5,1,33.1,1,54.5,0,79.4,1,1,1,K27,G10
23AM071044011,20231022,73641,3,B03,F ,14,11,L-FM-J262-01,2023/10/22 7:34,2023/10/22 7:36,90,114,101,233,20,C,80,101,319,14,Y,2023/10/22 7:36,112,20,E101B032023102130152,L-FM-J262-01,J262  ,FM ,B03,20231021,3,11,50.9,0,2023/10/22 9:49,1.072,1,54,1,10.66,1,1.48,1,35,1,58.7,0,86.4,1,1,1,K12,G09
23AL081914011,20231021,84605,1,B03,F ,20,11,L-FM-J262-01,2023/10/21 8:44,2023/10/21 8:46,90,116,100.3,43,20,A,70,100.3,722,20,Y,2023/10/21 8:46,116,20,E101B032023102110015,L-FM-J262-01,J262  ,FM ,B03,20231021,1,11,48.5,0,2023/10/21 11:17,1.063,1,54,1,10.98,1,1.35,1,35.6,1,58.1,0,84.5,1,1,1,K12,G09
23AN072629010,20231023,74440,3,B03,F ,14,10,L-FM-J262-01,2023/10/23 7:43,2023/10/23 7:44,72,87,103.4,18,21,C,85,103.4,1172,14,Y,2023/10/23 7:44,87,20,E101B032023102230165,L-FM-J262-01,J262  ,FM ,B03,20231022,3,10,52.3,0,2023/10/23 9:53,1.069,1,54,1,10.49,1,1.52,1,33.5,1,55,0,80.3,1,1,1,K12,G10
23AM071044010,20231022,73428,3,B03,F ,14,10,L-FM-J262-01,2023/10/22 7:32,2023/10/22 7:34,90,114,100.6,241,22,C,70,100.6,707,14,Y,2023/10/22 7:34,113,20,E101B032023102130151,L-FM-J262-01,J262  ,FM ,B03,20231021,3,10,52.1,0,2023/10/22 9:46,1.075,1,53,1,10.89,1,1.5,1,36.1,1,59.4,0,86.2,1,1,1,K15,G09
23AL081914010,20231021,84350,1,B03,F ,20,10,L-FM-J262-01,2023/10/21 8:41,2023/10/21 8:43,90,116,100.3,43,22,A,74,100.3,722,20,Y,2023/10/21 8:43,116,20,E101B032023102110014,L-FM-J262-01,J262  ,FM ,B03,20231021,1,10,49.6,0,2023/10/21 11:11,1.065,1,54,1,10.29,1,1.4,1,36.8,1,59.6,0,87.5,1,1,1,K12,G09
23AN072629009,20231023,74300,3,B03,F ,14,9,L-FM-J262-01,2023/10/23 7:41,2023/10/23 7:42,72,87,104.4,197,20,C,86,104.4,1587,14,Y,2023/10/23 7:43,86,20,E101B032023102230164,L-FM-J262-01,J262  ,FM ,B03,20231022,3,9,53.5,0,2023/10/23 9:50,1.068,1,54,1,10.57,1,1.52,1,34.3,1,55.5,0,80.9,1,1,1,K15,G10
23AM071044009,20231022,73212,3,B03,F ,14,9,L-FM-J262-01,2023/10/22 7:30,2023/10/22 7:32,90,116,100,230,21,C,76,100,1216,14,Y,2023/10/22 7:32,115,20,E101B032023102130150,L-FM-J262-01,J262  ,FM ,B03,20231021,3,9,52.2,0,2023/10/22 9:42,1.071,1,53,1,10.59,1,1.45,1,36.2,1,59.3,0,86.8,1,1,1,K15,G09
23AL081914009,20231021,84132,1,B03,F ,20,9,L-FM-J262-01,2023/10/21 8:39,2023/10/21 8:41,90,116,100.3,43,21,A,72,100.3,722,20,Y,2023/10/21 8:41,115,20,E101B032023102110013,L-FM-J262-01,J262  ,FM ,B03,20231021,1,9,48.7,0,2023/10/21 11:05,1.067,1,53,1,10.21,1,1.32,1,35.4,1,57.5,0,83.6,1,1,1,K12,G01
23AN072629008,20231023,74119,3,B03,F ,14,8,L-FM-J262-01,2023/10/23 7:39,2023/10/23 7:41,72,87,104.6,11,20,C,84,104.6,317,14,Y,2023/10/23 7:41,86,20,E101B032023102230163,L-FM-J262-01,J262  ,FM ,B03,20231022,3,8,52.9,0,2023/10/23 9:46,1.075,1,53,1,10.21,1,1.52,1,34.7,1,56.7,0,83.4,1,1,1,K14,G10
23AM071044008,20231022,72956,3,B03,F ,14,8,L-FM-J262-01,2023/10/22 7:28,2023/10/22 7:29,90,113,100,230,21,C,72,100,1216,14,Y,2023/10/22 7:29,113,20,E101B032023102130149,L-FM-J262-01,J262  ,FM ,B03,20231021,3,8,50.4,0,2023/10/22 9:39,1.066,1,54,1,10.67,1,1.43,1,35.9,1,58.9,0,86.3,1,1,1,K14,G09
23AL081914008,20231021,83914,1,B03,F ,20,8,L-FM-J262-01,2023/10/21 8:37,2023/10/21 8:39,90,114,100.3,43,20,A,73,100.3,722,20,Y,2023/10/21 8:39,113,20,E101B032023102110012,L-FM-J262-01,J262  ,FM ,B03,20231021,1,8,49.6,0,2023/10/21 11:22,1.066,1,54,1,10.19,1,1.34,1,35.4,1,57.6,0,84.1,1,1,1,K13,G01
23AN072629007,20231023,73939,3,B03,F ,14,7,L-FM-J262-01,2023/10/23 7:38,2023/10/23 7:39,72,87,105.2,8,20,C,88,105.2,1564,14,Y,2023/10/23 7:39,86,20,E101B032023102230162,L-FM-J262-01,J262  ,FM ,B03,20231022,3,7,53.9,0,2023/10/23 9:45,1.072,1,53,1,10.16,1,1.51,1,35.1,1,57.1,0,83.6,1,1,1,K13,G10
23AM071044007,20231022,72726,3,B03,F ,14,7,L-FM-J262-01,2023/10/22 7:25,2023/10/22 7:27,83,98,100.7,233,20,C,81,100.7,1509,14,Y,2023/10/22 7:27,97,20,E101B032023102130148,L-FM-J262-01,J262  ,FM ,B03,20231021,3,7,52.1,0,2023/10/22 9:36,1.069,1,54,1,10.44,1,1.45,1,36.3,1,59.6,0,87.2,1,1,1,K14,G09
23AL081914007,20231021,83700,1,B03,F ,20,7,L-FM-J262-01,2023/10/21 8:35,2023/10/21 8:36,89,116,100.6,220,21,A,76,100.6,912,20,Y,2023/10/21 8:37,116,20,E101B032023102110011,L-FM-J262-01,J262  ,FM ,B03,20231021,1,7,52.2,0,2023/10/21 11:16,1.065,1,54,1,10.03,1,1.31,1,35.5,1,57.5,0,84.4,1,1,1,K13,G01
