0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.0,56.0,30.0,92.0,109.0,110.6,244.0,25.0,115.0,110.6,656.0,56.0,108.0,90.4
1.0,56.0,30.0,92.0,109.0,110.6,244.0,25.0,115.0,110.6,656.0,56.0,108.0,92.1
1.0,56.0,22.0,92.0,109.0,108.8,253.0,24.0,123.0,108.8,1045.0,56.0,108.0,90.4
1.0,56.0,31.0,92.0,109.0,112.8,217.0,24.0,105.0,112.8,1417.0,56.0,108.0,91.9
1.0,56.0,23.0,92.0,109.0,108.6,63.0,25.0,119.0,108.6,1460.0,56.0,109.0,90.2
1.0,56.0,32.0,92.0,109.0,110.7,236.0,24.0,104.0,110.7,725.0,56.0,109.0,91.9
1.0,56.0,24.0,92.0,109.0,109.3,238.0,24.0,145.0,109.3,708.0,56.0,109.0,90.2
1.0,56.0,33.0,92.0,109.0,111.5,234.0,25.0,114.0,111.5,1538.0,56.0,109.0,90.8
1.0,56.0,25.0,92.0,109.0,109.1,219.0,24.0,121.0,109.1,826.0,56.0,108.0,88.4
1.0,56.0,34.0,92.0,109.0,109.2,236.0,24.0,126.0,109.2,907.0,56.0,108.0,90.8
1.0,56.0,26.0,92.0,109.0,107.4,237.0,25.0,118.0,107.4,805.0,56.0,109.0,88.4
1.0,56.0,35.0,92.0,109.0,109.2,236.0,24.0,122.0,109.2,1013.0,56.0,108.0,91.7
1.0,56.0,27.0,92.0,109.0,112.3,249.0,24.0,122.0,112.3,1045.0,56.0,109.0,90.8
1.0,56.0,36.0,92.0,109.0,110.6,236.0,25.0,124.0,110.6,783.0,56.0,109.0,91.7
1.0,56.0,28.0,92.0,109.0,112.5,237.0,25.0,118.0,112.5,1355.0,56.0,109.0,90.8
1.0,56.0,37.0,92.0,109.0,112.3,241.0,24.0,118.0,112.3,1667.0,56.0,108.0,91.7
1.0,56.0,29.0,92.0,109.0,109.9,231.0,24.0,111.0,109.9,1403.0,56.0,108.0,90.6
1.0,56.0,38.0,92.0,109.0,111.3,252.0,25.0,114.0,111.3,693.0,56.0,108.0,91.7
1.0,56.0,30.0,92.0,109.0,113.3,235.0,24.0,145.0,113.3,703.0,56.0,108.0,90.6
1.0,56.0,39.0,92.0,109.0,108.1,242.0,25.0,117.0,108.1,828.0,56.0,109.0,91.5
1.0,56.0,31.0,92.0,109.0,113.5,241.0,24.0,120.0,113.5,451.0,56.0,109.0,93.0
1.0,56.0,40.0,92.0,109.0,108.5,233.0,24.0,97.0,108.5,1155.0,56.0,107.0,91.5
1.0,56.0,32.0,92.0,109.0,109.8,241.0,25.0,115.0,109.8,1132.0,56.0,108.0,93.0
1.0,56.0,41.0,92.0,109.0,105.1,240.0,24.0,113.0,105.1,1255.0,56.0,108.0,93.0
1.0,56.0,33.0,92.0,109.0,111.6,250.0,25.0,119.0,111.6,1189.0,56.0,109.0,90.7
1.0,56.0,42.0,92.0,109.0,107.4,244.0,24.0,121.0,107.4,876.0,56.0,108.0,93.0
1.0,56.0,34.0,92.0,109.0,110.3,246.0,24.0,109.0,110.3,882.0,56.0,109.0,90.7
1.0,56.0,43.0,92.0,109.0,106.1,229.0,24.0,104.0,106.1,866.0,56.0,108.0,90.3
1.0,56.0,35.0,92.0,109.0,111.8,231.0,24.0,116.0,111.8,475.0,56.0,109.0,90.6
1.0,56.0,44.0,92.0,109.0,107.0,237.0,26.0,111.0,107.0,872.0,56.0,109.0,90.3
1.0,56.0,36.0,92.0,109.0,113.4,53.0,25.0,125.0,113.4,1686.0,56.0,109.0,90.6
1.0,56.0,45.0,92.0,109.0,109.0,242.0,24.0,118.0,109.0,605.0,56.0,108.0,90.2
1.0,56.0,37.0,92.0,109.0,108.5,235.0,24.0,120.0,108.5,879.0,56.0,108.0,90.1
1.0,56.0,46.0,92.0,109.0,110.8,222.0,24.0,110.0,110.8,354.0,56.0,108.0,90.2
1.0,56.0,38.0,92.0,109.0,111.0,240.0,24.0,116.0,111.0,990.0,56.0,108.0,90.1
1.0,56.0,47.0,92.0,109.0,109.4,243.0,26.0,121.0,109.4,1354.0,56.0,109.0,90.1
1.0,56.0,39.0,92.0,109.0,108.9,248.0,24.0,120.0,108.9,1665.0,56.0,109.0,92.6
1.0,56.0,48.0,92.0,109.0,110.3,230.0,26.0,124.0,110.3,1032.0,56.0,109.0,90.1
1.0,56.0,40.0,92.0,109.0,108.2,230.0,25.0,120.0,108.2,756.0,56.0,109.0,92.6
1.0,56.0,49.0,92.0,109.0,110.8,231.0,24.0,104.0,110.8,484.0,56.0,108.0,91.7
1.0,56.0,41.0,92.0,109.0,109.7,250.0,24.0,114.0,109.7,1054.0,56.0,108.0,92.6
1.0,56.0,50.0,92.0,109.0,110.2,250.0,24.0,118.0,110.2,926.0,56.0,109.0,91.7
1.0,56.0,42.0,92.0,109.0,106.4,233.0,25.0,117.0,106.4,1227.0,56.0,109.0,92.6
1.0,56.0,51.0,92.0,109.0,112.5,243.0,24.0,114.0,112.5,692.0,56.0,108.0,90.7
1.0,56.0,43.0,92.0,109.0,105.9,243.0,25.0,123.0,105.9,941.0,56.0,108.0,90.3
1.0,56.0,52.0,92.0,109.0,113.5,256.0,24.0,105.0,113.5,967.0,56.0,109.0,90.7
1.0,56.0,44.0,92.0,109.0,108.2,234.0,24.0,108.0,108.2,852.0,56.0,109.0,90.3
1.0,56.0,53.0,92.0,109.0,112.1,233.0,24.0,123.0,112.1,1189.0,56.0,109.0,89.3
1.0,56.0,45.0,92.0,109.0,110.4,245.0,25.0,109.0,110.4,488.0,56.0,108.0,89.0
1.0,56.0,54.0,92.0,109.0,111.0,226.0,24.0,112.0,111.0,615.0,56.0,109.0,89.3
1.0,56.0,46.0,92.0,109.0,109.2,242.0,24.0,123.0,109.2,713.0,56.0,109.0,89.0
1.0,56.0,55.0,92.0,109.0,109.1,255.0,24.0,107.0,109.1,1016.0,56.0,109.0,90.4
1.0,56.0,47.0,92.0,109.0,111.0,250.0,25.0,116.0,111.0,452.0,56.0,109.0,90.8
1.0,56.0,56.0,92.0,109.0,112.6,231.0,24.0,115.0,112.6,1672.0,56.0,108.0,90.4
1.0,56.0,48.0,92.0,109.0,110.2,239.0,25.0,101.0,110.2,205.0,56.0,110.0,90.8
1.0,56.0,49.0,92.0,109.0,107.0,221.0,24.0,113.0,107.0,356.0,56.0,108.0,89.8
1.0,56.0,50.0,92.0,109.0,112.1,230.0,24.0,115.0,112.1,1875.0,56.0,108.0,89.8
1.0,56.0,51.0,92.0,109.0,112.6,246.0,24.0,113.0,112.6,1341.0,56.0,109.0,91.0
1.0,56.0,52.0,92.0,109.0,114.1,254.0,24.0,105.0,114.1,1267.0,56.0,108.0,91.0
1.0,56.0,53.0,92.0,109.0,111.3,243.0,24.0,105.0,111.3,1375.0,56.0,109.0,89.7
1.0,56.0,54.0,92.0,109.0,112.2,243.0,26.0,104.0,112.2,909.0,56.0,110.0,89.7
3.0,46.0,1.0,92.0,109.0,106.2,241.0,24.0,103.0,106.2,916.0,46.0,108.0,87.8
3.0,46.0,2.0,92.0,109.0,110.7,237.0,24.0,118.0,110.7,678.0,46.0,109.0,87.8
3.0,46.0,3.0,92.0,109.0,109.7,236.0,24.0,103.0,109.7,1216.0,46.0,109.0,86.3
3.0,46.0,4.0,92.0,109.0,108.0,235.0,24.0,115.0,108.0,1093.0,46.0,108.0,86.3
3.0,46.0,5.0,92.0,109.0,106.1,249.0,25.0,138.0,106.1,875.0,46.0,110.0,93.8
3.0,46.0,6.0,92.0,109.0,108.6,75.0,24.0,125.0,108.6,458.0,46.0,109.0,93.8
3.0,46.0,7.0,92.0,109.0,109.0,237.0,24.0,124.0,109.0,724.0,46.0,108.0,88.7
3.0,46.0,8.0,92.0,109.0,112.7,234.0,24.0,122.0,112.7,1474.0,46.0,108.0,88.7
3.0,46.0,9.0,92.0,109.0,110.6,243.0,24.0,109.0,110.6,970.0,46.0,110.0,90.0
3.0,46.0,10.0,92.0,109.0,111.2,231.0,24.0,111.0,111.2,648.0,46.0,109.0,90.0
3.0,46.0,11.0,92.0,109.0,110.5,240.0,24.0,126.0,110.5,511.0,46.0,109.0,92.2
3.0,46.0,12.0,92.0,109.0,111.3,250.0,24.0,120.0,111.3,384.0,46.0,108.0,92.2
3.0,50.0,1.0,92.0,110.0,104.2,246.0,24.0,107.0,104.2,1148.0,50.0,109.0,91.7
3.0,46.0,13.0,92.0,109.0,110.9,249.0,25.0,132.0,110.9,434.0,46.0,109.0,93.5
3.0,50.0,2.0,92.0,109.0,108.9,260.0,25.0,117.0,108.9,1286.0,50.0,109.0,91.7
3.0,46.0,14.0,92.0,109.0,109.9,69.0,24.0,104.0,109.9,786.0,46.0,108.0,93.5
3.0,50.0,3.0,92.0,109.0,110.0,232.0,24.0,116.0,110.0,687.0,50.0,108.0,90.2
3.0,46.0,15.0,92.0,109.0,110.0,233.0,25.0,128.0,110.0,713.0,46.0,108.0,92.4
3.0,50.0,4.0,92.0,109.0,106.8,251.0,25.0,127.0,106.8,817.0,50.0,109.0,90.2
3.0,46.0,16.0,92.0,109.0,111.9,235.0,24.0,114.0,111.9,920.0,46.0,109.0,92.4
3.0,50.0,5.0,92.0,109.0,110.8,243.0,24.0,119.0,110.8,1068.0,50.0,109.0,93.0
3.0,46.0,17.0,92.0,109.0,113.2,236.0,24.0,116.0,113.2,1454.0,46.0,108.0,89.9
3.0,50.0,6.0,92.0,109.0,110.4,235.0,26.0,110.0,110.4,1459.0,50.0,109.0,93.0
3.0,46.0,18.0,92.0,109.0,111.6,232.0,24.0,125.0,111.6,1511.0,46.0,108.0,89.9
3.0,50.0,7.0,92.0,109.0,107.2,238.0,24.0,121.0,107.2,1073.0,50.0,108.0,93.0
3.0,46.0,19.0,92.0,109.0,112.1,56.0,24.0,125.0,112.1,1076.0,46.0,109.0,88.7
3.0,50.0,8.0,92.0,109.0,109.7,74.0,25.0,131.0,109.7,1196.0,50.0,109.0,93.0
3.0,46.0,20.0,92.0,109.0,112.1,251.0,24.0,111.0,112.1,1260.0,46.0,109.0,88.7
3.0,50.0,9.0,92.0,109.0,110.1,253.0,24.0,119.0,110.1,1345.0,50.0,109.0,89.9
3.0,46.0,21.0,92.0,109.0,110.7,230.0,24.0,108.0,110.7,480.0,46.0,108.0,90.1
3.0,50.0,10.0,92.0,109.0,109.0,241.0,24.0,125.0,109.0,700.0,50.0,108.0,89.9
3.0,46.0,22.0,92.0,109.0,111.3,249.0,25.0,121.0,111.3,1079.0,46.0,109.0,90.1
3.0,50.0,11.0,92.0,109.0,112.4,238.0,24.0,122.0,112.4,866.0,50.0,108.0,91.0
3.0,46.0,23.0,92.0,109.0,112.8,239.0,24.0,132.0,112.8,1152.0,46.0,109.0,94.2
3.0,50.0,12.0,92.0,109.0,110.9,242.0,24.0,114.0,110.9,1575.0,50.0,107.0,91.0
3.0,46.0,24.0,92.0,109.0,111.8,242.0,24.0,118.0,111.8,859.0,46.0,108.0,94.2
3.0,50.0,13.0,92.0,109.0,105.4,240.0,24.0,129.0,105.4,1315.0,50.0,109.0,91.9
3.0,46.0,25.0,92.0,110.0,107.2,232.0,24.0,130.0,107.2,944.0,46.0,109.0,92.1
3.0,50.0,14.0,92.0,109.0,112.7,244.0,24.0,103.0,112.7,1413.0,50.0,108.0,91.9
3.0,46.0,26.0,92.0,109.0,110.8,232.0,25.0,118.0,110.8,656.0,46.0,108.0,92.1
3.0,50.0,15.0,92.0,109.0,114.0,236.0,24.0,118.0,114.0,883.0,50.0,108.0,90.9
3.0,46.0,27.0,92.0,109.0,111.4,232.0,25.0,111.0,111.4,831.0,46.0,109.0,92.0
3.0,50.0,16.0,92.0,109.0,111.9,234.0,25.0,101.0,111.9,653.0,50.0,108.0,90.9
3.0,46.0,28.0,92.0,109.0,109.5,47.0,24.0,106.0,109.5,1070.0,46.0,108.0,92.0
3.0,50.0,17.0,92.0,109.0,109.7,259.0,25.0,125.0,109.7,633.0,50.0,109.0,92.3
3.0,46.0,29.0,92.0,109.0,110.4,252.0,26.0,120.0,110.4,1054.0,46.0,109.0,94.7
3.0,50.0,18.0,92.0,109.0,112.3,233.0,24.0,114.0,112.3,720.0,50.0,108.0,92.3
3.0,46.0,30.0,92.0,109.0,106.9,250.0,24.0,129.0,106.9,452.0,46.0,108.0,94.7
3.0,50.0,19.0,92.0,109.0,112.8,248.0,25.0,90.0,112.8,966.0,50.0,109.0,92.8
3.0,46.0,31.0,92.0,109.0,105.5,242.0,25.0,114.0,105.5,450.0,46.0,108.0,95.1
3.0,50.0,20.0,92.0,109.0,113.1,232.0,24.0,117.0,113.1,1330.0,50.0,108.0,92.8
3.0,46.0,32.0,92.0,109.0,108.7,51.0,24.0,111.0,108.7,1627.0,46.0,108.0,95.1
3.0,50.0,21.0,92.0,109.0,114.0,60.0,24.0,133.0,114.0,932.0,50.0,108.0,94.2
3.0,50.0,22.0,92.0,109.0,111.9,231.0,25.0,105.0,111.9,805.0,50.0,109.0,94.2
3.0,50.0,23.0,92.0,109.0,110.2,230.0,24.0,128.0,110.2,1826.0,50.0,108.0,92.9
3.0,46.0,33.0,92.0,109.0,107.8,240.0,24.0,121.0,107.8,1330.0,46.0,109.0,94.6
3.0,50.0,24.0,92.0,109.0,114.0,60.0,25.0,117.0,114.0,1248.0,50.0,108.0,92.9
3.0,46.0,34.0,92.0,109.0,108.4,259.0,24.0,113.0,108.4,535.0,46.0,109.0,94.6
3.0,50.0,25.0,92.0,109.0,112.5,73.0,24.0,114.0,112.5,922.0,50.0,108.0,88.9
3.0,46.0,35.0,92.0,109.0,111.3,236.0,25.0,118.0,111.3,1068.0,46.0,108.0,96.1
3.0,50.0,26.0,92.0,109.0,110.6,249.0,24.0,116.0,110.6,652.0,50.0,107.0,88.9
3.0,46.0,36.0,92.0,109.0,111.8,228.0,24.0,115.0,111.8,1068.0,46.0,109.0,96.1
3.0,50.0,27.0,92.0,109.0,111.1,237.0,24.0,125.0,111.1,902.0,50.0,108.0,88.5
3.0,46.0,37.0,92.0,109.0,112.7,231.0,26.0,121.0,112.7,740.0,46.0,109.0,94.7
3.0,50.0,28.0,92.0,109.0,113.2,245.0,24.0,110.0,113.2,1126.0,50.0,108.0,88.5
3.0,46.0,38.0,92.0,109.0,110.4,235.0,24.0,111.0,110.4,1263.0,46.0,108.0,94.7
3.0,50.0,29.0,92.0,109.0,111.6,238.0,24.0,114.0,111.6,829.0,50.0,109.0,92.9
3.0,46.0,39.0,92.0,109.0,111.3,229.0,24.0,106.0,111.3,792.0,46.0,108.0,91.5
3.0,50.0,30.0,92.0,109.0,112.4,235.0,24.0,120.0,112.4,1439.0,50.0,109.0,92.9
3.0,46.0,40.0,92.0,109.0,112.0,224.0,24.0,117.0,112.0,1124.0,46.0,108.0,91.5
3.0,50.0,31.0,92.0,109.0,112.1,229.0,24.0,118.0,112.1,1159.0,50.0,109.0,90.5
3.0,46.0,41.0,103.0,120.0,105.9,271.0,24.0,122.0,105.9,1350.0,46.0,119.0,93.5
3.0,50.0,32.0,92.0,109.0,112.4,228.0,24.0,119.0,112.4,361.0,50.0,108.0,90.5
3.0,46.0,42.0,92.0,109.0,112.5,261.0,24.0,120.0,112.5,821.0,46.0,109.0,93.5
3.0,50.0,33.0,92.0,109.0,113.2,240.0,24.0,128.0,113.2,1226.0,50.0,109.0,94.9
3.0,46.0,43.0,92.0,109.0,111.5,240.0,24.0,111.0,111.5,913.0,46.0,109.0,92.2
3.0,50.0,34.0,92.0,109.0,108.9,47.0,24.0,123.0,108.9,1049.0,50.0,108.0,94.9
3.0,50.0,35.0,92.0,109.0,112.0,238.0,24.0,109.0,112.0,1507.0,50.0,108.0,92.0
3.0,46.0,44.0,92.0,109.0,108.1,237.0,24.0,110.0,108.1,1611.0,46.0,108.0,92.2
3.0,50.0,36.0,92.0,109.0,110.6,240.0,24.0,107.0,110.6,978.0,50.0,108.0,92.0
3.0,46.0,45.0,92.0,109.0,108.3,237.0,24.0,102.0,108.3,1477.0,46.0,108.0,92.6
3.0,50.0,37.0,92.0,109.0,111.7,243.0,25.0,104.0,111.7,834.0,50.0,109.0,90.7
3.0,46.0,46.0,92.0,109.0,111.8,239.0,24.0,119.0,111.8,1297.0,46.0,109.0,92.6
3.0,50.0,38.0,92.0,109.0,111.8,239.0,24.0,109.0,111.8,766.0,50.0,108.0,90.7
3.0,50.0,39.0,92.0,109.0,112.5,226.0,24.0,107.0,112.5,620.0,50.0,108.0,93.1
3.0,50.0,40.0,92.0,109.0,111.7,229.0,26.0,124.0,111.7,427.0,50.0,109.0,93.1
3.0,50.0,41.0,92.0,109.0,111.5,235.0,24.0,126.0,111.5,603.0,50.0,108.0,89.2
3.0,50.0,42.0,92.0,109.0,110.5,239.0,24.0,100.0,110.5,1126.0,50.0,108.0,89.2
3.0,50.0,43.0,92.0,109.0,109.9,218.0,25.0,110.0,109.9,1282.0,50.0,109.0,94.1
3.0,50.0,44.0,92.0,109.0,110.9,58.0,24.0,109.0,110.9,673.0,50.0,108.0,94.1
3.0,50.0,45.0,92.0,109.0,111.8,225.0,24.0,137.0,111.8,383.0,50.0,108.0,95.9
