Col1,Col2
1.1780887,0.73310065
1.1667786,0.770218
1.1539421,0.80619824
1.139471,0.84091735
1.123272,0.874254
1.1080151,0.9015341
1.0914094,0.9276501
1.0734329,0.9525385
1.0541778,0.97555315
1.0352819,0.9954529
1.0151703,1.0141021
0.9938689,1.0314833
0.97149056,1.047678
0.9483163,1.0625361
0.9242601,1.0760709
0.9006819,1.0859054
0.8762271,1.0946369
0.8489736,1.105785
0.8207393,1.1183956
0.79196364,1.1297872
0.7627074,1.1400105
0.7311961,1.1496474
0.69928116,1.1581057
0.66702956,1.165462
0.6351411,1.1708899
0.5998227,1.1749331
0.5642708,1.1779667
0.52855617,1.1800989
0.49274117,1.1814351
0.45245135,1.1820589
0.41406405,1.1813167
0.37574434,1.1799526
0.3375324,1.1780833
0.2921114,1.1754075
0.24112815,1.1779841
0.18874735,1.1818302
0.14238071,1.189354
0.09654027,1.1975796
0.0509966,1.2056938
0.005707085,1.2137079
-0.040432513,1.2164712
-0.08751714,1.2180845
-0.13587174,1.2184781
-0.1857121,1.2174268
-0.23739347,1.2195517
-0.29525203,1.2227784
-0.35934985,1.226273
-0.4158808,1.2224712
-0.47240052,1.2129146
-0.53716916,1.2018355
-0.6008076,1.1897675
-0.657739,1.178384
-0.7097968,1.1667538
-0.75244164,1.1556511
-0.7938049,1.1432363
-0.83373046,1.1294093
-0.87142634,1.1138368
-0.90021867,1.1002979
-0.9294102,1.0867156
-0.95728046,1.0720567
-0.98376864,1.0563178
-1.0048755,1.0405337
-1.0182871,1.0224613
-1.0307041,1.0035802
-1.0421206,0.98391986
-1.0523677,0.96387124
-1.0616571,0.94314337
-1.0688651,0.92060924
-1.07359,0.8958812
-1.0797118,0.86817575
-1.0833426,0.8341043
-1.0858564,0.7992755
-1.0873132,0.76377153
-1.0877733,0.7251743
-1.0871804,0.6859968
-1.0856175,0.64633167
-1.0831687,0.6062666
-1.0795361,0.5616503
-1.0750364,0.51674604
-1.069777,0.47164425
-1.0638599,0.42642438
-1.0564659,0.3750244
-1.0511292,0.32613602
-1.0459889,0.2784344
-1.0401129,0.23145267
-1.0411451,0.18594326
-1.046634,0.13614707
-1.0528116,0.08601977
-1.0582983,0.03885439
-1.0611286,0.0041440055
-1.0642489,-0.02962789
-1.0649207,-0.06662904
-1.0655107,-0.10425201
-1.0613526,-0.14583907
-1.0574958,-0.18786854
-1.0570122,-0.23573354
-1.05632,-0.2832331
-1.0552652,-0.33226016
-1.0527635,-0.3814787
-1.049615,-0.4301222
-1.0456718,-0.4780682
-1.0413917,-0.5196333
-1.0364082,-0.5620644
-1.0306926,-0.60613906
-1.0238096,-0.6491829
-1.0126683,-0.6853863
-0.99832255,-0.71557915
-0.98479134,-0.7432251
-0.96977425,-0.76942587
-0.95563054,-0.7906933
-0.9403081,-0.81073415
-0.9237881,-0.8294858
-0.90545225,-0.8480967
-0.88723755,-0.864712
-0.8680419,-0.8801396
-0.84788907,-0.8943615
-0.82681113,-0.9073688
-0.8052969,-0.91893744
-0.78297573,-0.9293493
-0.7598959,-0.93862164
-0.73610973,-0.9467795
-0.71119326,-0.953982
-0.6856618,-0.9601011
-0.6595778,-0.96518385
-0.63300335,-0.9692826
-0.60427326,-0.97262514
-0.5751299,-0.97499037
-0.5456419,-0.9764528
-0.5137724,-0.977316
-0.48145467,-0.979635
-0.45009398,-0.9820032
-0.42159292,-0.9827434
-0.39322418,-0.9828408
-0.3610481,-0.9823345
-0.32893503,-0.98127687
-0.29691935,-0.97976816
-0.26502764,-0.9778997
-0.22796097,-0.97709894
-0.19167274,-0.9765868
-0.1562565,-0.9764812
-0.11269957,-0.98078465
-0.0664193,-0.9861623
-0.02043879,-0.9914799
0.025244892,-0.9967575
0.07063466,-1.0019994
0.11720961,-1.0067723
0.16507351,-1.0066228
0.21259785,-1.0063599
0.25634146,-1.0086169
0.3011477,-1.0109453
0.3454563,-1.0128418
0.38897133,-1.0145187
0.4301616,-1.0183691
0.46474892,-1.0218443
0.50383705,-1.0138366
0.54268414,-1.0037141
0.5806841,-0.9924425
0.61772114,-0.9798986
0.6536723,-0.96596813
0.68841225,-0.95055175
0.7218177,-0.9335638
0.7496787,-0.9174671
0.7724201,-0.8996625
0.79207414,-0.8803685
0.8103977,-0.8597845
0.82598823,-0.83979344
0.8404009,-0.81874883
0.85362107,-0.79668
0.8656426,-0.7736249
0.8762997,-0.75005305
0.88651663,-0.72628367
0.8957861,-0.70435154
0.90392417,-0.6816727
0.9111193,-0.6577493
0.9172129,-0.6331711
0.92232877,-0.6080599
0.9268703,-0.58275044
0.9306957,-0.55524504
0.933543,-0.52730024
0.9354902,-0.49898842
0.9366171,-0.47037753
0.93720156,-0.43852326
0.938641,-0.40508282
0.9393142,-0.3715641
0.9393231,-0.33801982
0.93864447,-0.29970822
0.9368487,-0.26268968
0.9342212,-0.22665602
0.9322347,-0.19023728
0.9294581,-0.14595093
0.92642087,-0.10191153
0.9232293,-0.058143437
0.9199644,-0.014659524
0.91671485,0.028082125
0.91347677,0.070543796
0.910258,0.112727575
0.9070452,0.15463522
0.90080446,0.1962441
0.8948129,0.23347417
0.88869065,0.27042055
0.88247854,0.30718708
0.8771185,0.3469183
0.8712478,0.38618034
0.8647154,0.4248876
0.8574392,0.46247196
0.8508021,0.49244764
0.8434214,0.5218172
0.8352086,0.55049664
0.8260791,0.57839704
0.8159539,0.60542536
0.80520767,0.63098574
0.7940864,0.65464175
0.7817268,0.6772232
0.76975316,0.6962069
0.75677127,0.71424174
0.7427768,0.7312851
0.7277762,0.7473018
0.71283215,0.76134586
0.6970431,0.77445114
0.6804387,0.7866107
0.66305417,0.79782414
0.64502996,0.8080474
0.6269956,0.816126
0.6087592,0.82252204
0.5899263,0.8280778
0.5698064,0.8329922
0.54916185,0.8370818
0.52824956,0.8403292
0.5078289,0.84255564
0.48547667,0.8441917
0.46281308,0.84510493
0.43989795,0.8453641
0.4167863,0.8450372
0.39090306,0.8440665
0.36490017,0.8425412
0.34028405,0.84176254
0.3178115,0.8424039
0.29165912,0.8427659
0.26487303,0.8440343
0.23711121,0.8469249
0.20585799,0.84535944
0.16808712,0.84271276
0.13057148,0.83993924
0.09270126,0.8377384
0.053621233,0.83703065
0.015130341,0.83632934
-0.023101926,0.8356267
-0.061072677,0.8348969
-0.098771006,0.834093
-0.14272934,0.8336649
-0.18952027,0.8333361
-0.23585302,0.83262336
-0.28165466,0.8313842
-0.33070913,0.82925427
-0.3788734,0.82608783
-0.4287324,0.8230829
-0.47780597,0.81921935
-0.52001965,0.81419337
-0.5607211,0.8074827
-0.5981131,0.79729724
-0.6332744,0.7850442
-0.65614295,0.7746476
-0.67575693,0.7612519
-0.6941997,0.74645746
-0.7114185,0.73025405
-0.7257187,0.71433675
-0.7385416,0.6971259
-0.7503191,0.6788237
-0.7610466,0.65946734
-0.7705716,0.63945794
-0.77909803,0.61852586
-0.7866452,0.5967281
-0.79323995,0.5741267
-0.7997191,0.55055135
-0.8016241,0.52549803
-0.8018656,0.49962163
-0.80143595,0.47320136
-0.80028737,0.44438955
-0.7984865,0.41512308
-0.797307,0.38744125
-0.7970059,0.36325625
-0.79557854,0.33660668
-0.7933347,0.31008917
-0.79114467,0.28426638
-0.7889519,0.25899178
-0.7868891,0.23059492
-0.78561676,0.20331474
-0.7827922,0.17471859
-0.77924687,0.14566448
-0.7747395,0.11038795
-0.77109164,0.07326027
-0.7681775,0.034708876
-0.7652503,-0.003570363
-0.76216984,-0.040524557
-0.75867236,-0.07739939
-0.7569743,-0.115632996
-0.75660217,-0.15481971
-0.7561178,-0.19530457
-0.7547082,-0.23331302
-0.7502687,-0.26372
-0.7454932,-0.29383847
-0.73985475,-0.32582244
-0.7352579,-0.3558735
-0.731925,-0.38882282
-0.7278222,-0.42259118
-0.7243001,-0.44926402
-0.72009844,-0.4755055
-0.715281,-0.5013199
-0.70928127,-0.5257269
-0.6993253,-0.54343593
-0.6883979,-0.5601715
-0.6764689,-0.57586753
-0.6628394,-0.5918038
-0.6494099,-0.6055862
-0.63599396,-0.6190052
-0.62224424,-0.6317744
-0.60784245,-0.6436318
-0.5933525,-0.654202
-0.57831144,-0.66391504
-0.5621854,-0.6728399
-0.5447612,-0.68101776
-0.5272291,-0.6883855
-0.510588,-0.6950489
-0.49363714,-0.7009671
-0.4764174,-0.70617557
-0.457893,-0.710971
-0.43915772,-0.71506214
-0.42025524,-0.7185018
-0.40122563,-0.7213447
-0.38024312,-0.7238432
-0.35919586,-0.725762
-0.33812186,-0.72717154
-0.31705338,-0.72813904
-0.29298663,-0.72878623
-0.2660565,-0.730616
-0.23613638,-0.7347467
-0.20639712,-0.7386924
-0.16877675,-0.73922896
-0.13133213,-0.7394047
-0.09417224,-0.7395172
-0.06126046,-0.74370694
-0.028653264,-0.7478601
0.0037286282,-0.75197995
0.040058374,-0.74808
0.07619262,-0.7440802
0.11343831,-0.73989093
0.15040201,-0.7355975
0.18706328,-0.73111176
0.22338879,-0.7263261
0.2613641,-0.72080266
0.29883373,-0.7146367
0.33569884,-0.7076484
0.3718387,-0.699649
0.39934498,-0.69260705
0.42625213,-0.6847477
0.4524799,-0.6759862
0.47794443,-0.6662438
0.5025597,-0.65545
0.5245617,-0.6433579
0.5418256,-0.6296946
0.5580527,-0.6148535
0.57170814,-0.60081184
0.58444244,-0.5857971
0.59622747,-0.56982064
0.607233,-0.55510056
0.6171177,-0.5405681
0.62612325,-0.5252801
0.6342551,-0.50927436
0.6415263,-0.49259433
0.64801997,-0.47510198
0.6536822,-0.45702276
0.6585458,-0.43841228
0.6626491,-0.41932613
0.666207,-0.39869767
0.669017,-0.37766632
0.67113644,-0.35629544
0.6726232,-0.3346439
0.67359656,-0.31068176
0.67396015,-0.2865175
0.67378896,-0.26221123
0.6731549,-0.23781615
0.67195195,-0.20990667
0.6703282,-0.18199748
0.6684527,-0.15430185
0.66632646,-0.12670717
0.6634733,-0.09314112
0.66043323,-0.059773654
0.657286,-0.02662383
0.6540908,0.00629925
0.6508464,0.039425284
0.6476174,0.07231948
0.6444091,0.104983956
0.64147586,0.13482143
0.63847643,0.16490108
0.63530093,0.19449122
0.6313718,0.2223457
0.6284004,0.2509101
0.62508816,0.28087562
0.62125283,0.31037998
0.61676997,0.3393506
0.61251074,0.36871737
0.60850793,0.39096516
0.6038148,0.41263735
0.59835786,0.4336579
0.592069,0.45394847
0.5843107,0.47319216
0.57537717,0.49145305
0.56560785,0.50881314
0.5549812,0.52520806
0.54476386,0.5389798
0.5338581,0.5519017
0.5222742,0.5639465
0.5100294,0.5750953
0.49773866,0.58489823
0.4848953,0.5938722
0.47153085,0.602023
0.45768154,0.60936344
0.44451863,0.6171131
0.43183017,0.6228459
0.41819006,0.62747204
0.40420902,0.631444
0.38906133,0.63498294
0.37362772,0.6378784
0.35787207,0.6399914
0.34119564,0.6399157
0.3226483,0.6392082
0.3039419,0.63792515
0.28512555,0.63614416
0.26624197,0.6339383
0.24448657,0.6309655
0.22273695,0.6276175
0.20103002,0.62397957
0.17939442,0.6201266
0.15268701,0.61514294
0.12614703,0.6100249
0.0997895,0.60484815
0.07362157,0.59966505
0.048061967,0.5945897
0.022684276,0.5895487
-0.0025128722,0.5845356
-0.027877271,0.57985485
-0.060454547,0.57600284
-0.09468144,0.5735569
-0.1287413,0.57102466
-0.1624166,0.56817436
-0.19798005,0.56448424
-0.23225078,0.55926144
-0.26580948,0.5533006
-0.29850835,0.54645026
-0.3215931,0.54083824
-0.34424388,0.5343815
-0.36653388,0.5268302
-0.38805026,0.51860666
-0.4087181,0.5096761
-0.42846507,0.5000132
-0.44722408,0.48960155
-0.46493658,0.4784354
-0.48018515,0.4675592
-0.49448436,0.4560655
-0.5078123,0.4439725
-0.5201566,0.43130437
-0.53122306,0.41845196
-0.5413607,0.40511632
-0.55058366,0.39133367
-0.558914,0.3771424
-0.5665787,0.36216974
-0.57336986,0.3468536
-0.5787561,0.33056134
-0.5826226,0.31441462
-0.58591855,0.2968176
-0.5884068,0.2789881
-0.5901646,0.26097652
-0.5915053,0.24305111
-0.5930476,0.22361983
-0.5939917,0.20413941
-0.59442824,0.18464836
-0.59444225,0.16517854
-0.59402305,0.14235437
-0.59323996,0.119625226
-0.5921904,0.09701324
-0.5909566,0.07453271
-0.5893823,0.048627824
-0.58634436,0.022687923
-0.5820997,-0.0032541826
-0.57827586,-0.030118175
-0.5760905,-0.05772449
-0.57432127,-0.084769055
-0.5725236,-0.11159758
-0.57065594,-0.13818717
-0.56856924,-0.16567984
-0.5662677,-0.19281569
-0.5636612,-0.21951815
-0.56064874,-0.2456908
-0.55759734,-0.2680404
-0.55407536,-0.28980747
-0.5500059,-0.3108934
-0.5466854,-0.33242717
-0.54275113,-0.3534342
-0.5381217,-0.3751772
-0.5324966,-0.39558268
-0.525535,-0.41554707
-0.5183809,-0.43212655
-0.5103271,-0.44756654
-0.50147843,-0.46173802
-0.4918408,-0.4746022
-0.48224315,-0.48531052
-0.47200522,-0.4948723
-0.46115363,-0.5032902
-0.44961956,-0.5103849
-0.43738198,-0.5160841
-0.42483354,-0.5210804
-0.41200882,-0.52539885
-0.39894068,-0.5290662
-0.38450515,-0.5313356
-0.36599207,-0.5332663
-0.34676594,-0.53439224
-0.32764485,-0.53518057
-0.30727065,-0.53606546
-0.28666878,-0.53627396
-0.26644394,-0.53647673
-0.24611098,-0.5361742
-0.22276273,-0.53530407
-0.19938931,-0.5339757
-0.17603749,-0.532284
-0.15274426,-0.5303136
-0.124216884,-0.52761567
-0.09585473,-0.5247201
-0.06767985,-0.5217153
-0.039703816,-0.5186666
-0.011479497,-0.51556623
0.016537607,-0.5124842
0.044349074,-0.50942004
0.0719555,-0.50635314
0.10046905,-0.50311375
0.12874508,-0.4997609
0.15676057,-0.49620888
0.18457896,-0.49242595
0.21398556,-0.48794445
0.24292284,-0.48282817
0.27128828,-0.47690848
0.29895955,-0.4700133
0.31864417,-0.46426335
0.33782262,-0.45783868
0.35643172,-0.4506819
0.3744074,-0.44274232
0.39013278,-0.4353991
0.40284485,-0.4270437
0.4147877,-0.41785908
0.42591876,-0.40783626
0.4353577,-0.3979393
0.44406897,-0.38735586
0.45203972,-0.37610525
0.4592656,-0.3642143
0.46559983,-0.3520287
0.47123736,-0.3393024
0.4761942,-0.32607615
0.4804923,-0.3123935
0.48427218,-0.29781896
0.48741335,-0.28285754
0.48995513,-0.26756018
0.49193972,-0.2519772
0.4935096,-0.23488396
0.4945405,-0.21757063
0.4950902,-0.20008937
0.49521595,-0.18248725
0.4949184,-0.16255003
0.49422747,-0.14256369
0.49321264,-0.122571066
0.49193758,-0.10260697
0.4901479,-0.07878049
0.4881509,-0.05506748
0.4860168,-0.03149122
0.48380202,-0.00806535
0.48132223,0.017528776
0.47883433,0.04293129
0.47659189,0.065873876
0.47438842,0.08840861
0.47212976,0.11135729
0.46984416,0.13412139
0.46748662,0.15668756
